IdMovimiento,IdProducto,FechaMovimiento,TipoMovimiento,Cantidad,Observacion
532,334,2024-08-02,Entrada,168,Devolución de cliente
533,555,2024-09-26,Entrada,11,Devolución de cliente
534,329,2025-05-27,Entrada,180,Traslado entre sucursales
535,15,2025-09-16,Salida,2,Venta
536,798,2025-02-03,Ajuste,14,Diferencia en auditoría
537,365,2024-01-17,Ajuste,20,Diferencia en auditoría
538,145,2025-08-24,Entrada,182,Reposición de stock
539,321,2025-08-07,Entrada,146,Reposición de stock
540,21,2024-10-21,Entrada,99,Compra proveedor
541,70,2024-03-15,Ajuste,1,Diferencia en auditoría
542,115,2025-05-06,Salida,2,Venta
543,276,2024-01-14,Entrada,146,Devolución de cliente
544,406,2024-08-14,Entrada,93,Compra proveedor
545,705,2025-06-15,Entrada,155,Devolución de cliente
546,543,2025-10-11,Ajuste,1,Conteo físico
547,181,2024-08-26,Entrada,93,Traslado entre sucursales
548,401,2024-03-02,Entrada,180,Devolución de cliente
549,513,2025-05-23,Entrada,87,Compra proveedor
550,786,2024-07-26,Entrada,115,Devolución de cliente
551,763,2025-04-06,Salida,4,Producto dañado
552,43,2024-12-12,Salida,10,Traslado a otra sucursal
553,418,2025-08-03,Entrada,33,Compra proveedor
554,109,2024-11-14,Salida,8,Venta
555,735,2024-03-30,Salida,10,Venta
556,211,2024-02-07,Salida,10,Traslado a otra sucursal
557,636,2025-08-01,Entrada,71,Traslado entre sucursales
558,354,2024-06-01,Salida,6,Muestra comercial
559,177,2025-04-04,Entrada,140,Reposición de stock
560,61,2024-11-05,Entrada,68,Reposición de stock
561,309,2025-08-14,Salida,10,Producto dañado
562,666,2024-01-01,Salida,9,Traslado a otra sucursal
563,76,2024-04-24,Ajuste,5,Conteo físico
564,165,2025-05-21,Entrada,148,Traslado entre sucursales
565,375,2025-01-26,Salida,8,Venta
566,267,2025-12-03,Entrada,93,Devolución de cliente
567,425,2024-09-26,Entrada,92,Devolución de cliente
568,20,2025-06-01,Salida,10,Muestra comercial
569,679,2024-01-03,Salida,2,Muestra comercial
570,469,2025-11-03,Entrada,133,Devolución de cliente
571,126,2025-05-28,Salida,2,Venta
572,328,2024-07-07,Salida,4,Muestra comercial
573,544,2024-03-11,Salida,4,Producto dañado
574,78,2024-04-28,Entrada,98,Compra proveedor
575,206,2025-07-31,Salida,7,Producto dañado
576,203,2024-09-23,Entrada,39,Reposición de stock
577,240,2024-09-16,Entrada,35,Reposición de stock
578,543,2024-07-07,Entrada,81,Devolución de cliente
579,656,2025-11-08,Salida,9,Traslado a otra sucursal
580,506,2025-07-01,Ajuste,7,Corrección de inventario
581,190,2024-05-30,Entrada,130,Traslado entre sucursales
582,711,2024-11-22,Salida,2,Traslado a otra sucursal
583,66,2025-08-28,Ajuste,1,Conteo físico
584,691,2024-04-06,Salida,10,Venta
585,108,2025-01-13,Entrada,160,Reposición de stock
586,543,2024-12-14,Entrada,196,Reposición de stock
587,579,2025-03-09,Salida,3,Venta
588,307,2024-07-28,Entrada,155,Reposición de stock
589,451,2024-08-24,Entrada,130,Devolución de cliente
590,754,2025-12-27,Entrada,119,Reposición de stock
591,724,2024-10-01,Salida,7,Producto dañado
592,728,2025-11-16,Salida,1,Muestra comercial
593,510,2025-01-01,Salida,8,Traslado a otra sucursal
594,546,2024-11-11,Entrada,135,Reposición de stock
595,77,2024-03-13,Salida,8,Muestra comercial
596,357,2025-05-04,Salida,9,Producto dañado
597,398,2025-09-25,Entrada,14,Compra proveedor
598,376,2024-10-15,Entrada,91,Traslado entre sucursales
599,761,2025-02-26,Salida,1,Traslado a otra sucursal
600,136,2024-07-30,Ajuste,8,Diferencia en auditoría
601,339,2025-01-29,Entrada,154,Reposición de stock
602,599,2025-08-12,Salida,1,Traslado a otra sucursal
603,343,2025-12-07,Entrada,46,Compra proveedor
604,763,2024-11-11,Entrada,174,Reposición de stock
605,291,2025-01-19,Ajuste,12,Corrección de inventario
606,283,2025-06-12,Salida,4,Muestra comercial
607,278,2024-07-01,Salida,9,Venta
608,216,2025-04-25,Salida,2,Muestra comercial
609,518,2025-12-07,Salida,2,Venta
610,785,2024-04-12,Entrada,67,Reposición de stock
611,81,2025-05-04,Entrada,48,Reposición de stock
612,130,2024-02-21,Salida,4,Muestra comercial
613,617,2024-06-03,Entrada,78,Reposición de stock
614,7,2024-04-20,Entrada,194,Devolución de cliente
615,522,2025-09-16,Entrada,37,Traslado entre sucursales
616,609,2024-02-21,Entrada,172,Devolución de cliente
617,246,2025-10-21,Entrada,141,Reposición de stock
618,137,2025-04-26,Entrada,63,Traslado entre sucursales
619,317,2024-10-19,Salida,1,Producto dañado
620,475,2024-03-11,Entrada,75,Reposición de stock
621,160,2024-09-19,Salida,2,Traslado a otra sucursal
622,253,2025-06-02,Ajuste,7,Diferencia en auditoría
623,172,2024-04-17,Entrada,92,Reposición de stock
624,186,2024-07-09,Entrada,113,Compra proveedor
625,791,2025-09-17,Salida,2,Venta
626,434,2024-06-13,Entrada,36,Devolución de cliente
627,241,2024-02-18,Entrada,177,Compra proveedor
628,791,2025-02-01,Ajuste,17,Producto vencido/obsoleto
629,101,2025-12-15,Entrada,142,Devolución de cliente
630,553,2025-06-04,Entrada,158,Reposición de stock
631,336,2024-04-05,Salida,2,Venta
632,410,2024-04-18,Entrada,70,Traslado entre sucursales
633,610,2025-10-13,Salida,1,Producto dañado
634,362,2024-05-07,Salida,8,Traslado a otra sucursal
635,614,2025-05-15,Entrada,65,Devolución de cliente
636,5,2025-09-17,Entrada,186,Compra proveedor
637,11,2024-03-20,Ajuste,9,Producto vencido/obsoleto
638,215,2024-04-24,Entrada,96,Devolución de cliente
639,576,2025-09-15,Salida,3,Traslado a otra sucursal
640,629,2025-03-07,Salida,9,Venta
641,117,2024-04-13,Entrada,177,Compra proveedor
642,82,2024-04-19,Entrada,197,Reposición de stock
643,560,2025-02-12,Entrada,18,Devolución de cliente
644,72,2025-08-02,Salida,1,Producto dañado
645,695,2025-03-20,Salida,7,Muestra comercial
646,186,2024-02-23,Salida,6,Muestra comercial
647,13,2025-12-31,Entrada,139,Traslado entre sucursales
648,322,2025-06-30,Salida,8,Venta
649,296,2024-04-27,Entrada,140,Compra proveedor
650,546,2024-08-16,Entrada,137,Devolución de cliente
651,365,2024-12-03,Entrada,87,Traslado entre sucursales
652,254,2024-11-12,Entrada,171,Compra proveedor
653,27,2025-11-26,Entrada,167,Reposición de stock
654,270,2025-11-30,Entrada,106,Traslado entre sucursales
655,236,2024-04-01,Salida,10,Venta
656,120,2024-08-10,Salida,1,Producto dañado
657,656,2025-10-23,Salida,8,Muestra comercial
658,481,2024-01-19,Salida,5,Venta
659,476,2024-02-24,Ajuste,16,Diferencia en auditoría
660,3,2024-11-25,Entrada,60,Compra proveedor
661,639,2024-01-20,Salida,8,Producto dañado
662,256,2024-06-13,Entrada,17,Traslado entre sucursales
663,718,2025-01-25,Salida,10,Venta
664,37,2025-01-27,Salida,1,Traslado a otra sucursal
665,46,2024-12-19,Entrada,32,Devolución de cliente
666,198,2025-12-24,Salida,2,Producto dañado
667,475,2025-02-25,Entrada,46,Devolución de cliente
668,595,2025-12-22,Entrada,40,Compra proveedor
669,571,2025-09-24,Entrada,36,Traslado entre sucursales
670,187,2024-12-05,Ajuste,15,Conteo físico
671,673,2025-10-23,Entrada,46,Compra proveedor
672,78,2025-08-18,Salida,6,Muestra comercial
673,84,2024-11-24,Salida,3,Traslado a otra sucursal
674,505,2025-07-07,Entrada,179,Traslado entre sucursales
675,727,2024-08-15,Salida,5,Muestra comercial
676,315,2025-07-06,Entrada,50,Traslado entre sucursales
677,496,2025-01-07,Salida,2,Producto dañado
678,490,2024-03-01,Entrada,172,Traslado entre sucursales
679,109,2024-03-28,Entrada,48,Traslado entre sucursales
680,50,2025-12-21,Ajuste,14,Diferencia en auditoría
681,681,2024-07-31,Salida,3,Venta
682,713,2025-04-27,Entrada,89,Traslado entre sucursales
683,118,2025-08-04,Salida,8,Muestra comercial
684,132,2025-01-28,Ajuste,1,Producto vencido/obsoleto
685,392,2024-02-10,Entrada,140,Compra proveedor
686,670,2025-01-13,Entrada,71,Traslado entre sucursales
687,450,2024-04-26,Salida,10,Producto dañado
688,302,2025-07-09,Salida,4,Producto dañado
689,12,2025-02-24,Entrada,152,Compra proveedor
690,783,2025-08-08,Salida,8,Muestra comercial
691,559,2025-06-06,Salida,2,Venta
692,367,2024-03-15,Salida,9,Venta
693,510,2025-11-17,Entrada,67,Compra proveedor
694,350,2024-01-24,Ajuste,11,Producto vencido/obsoleto
695,619,2025-06-10,Entrada,35,Traslado entre sucursales
696,298,2024-03-17,Salida,2,Muestra comercial
697,781,2024-09-05,Entrada,80,Compra proveedor
698,738,2025-09-07,Salida,2,Traslado a otra sucursal
699,399,2025-03-11,Entrada,104,Traslado entre sucursales
700,559,2024-11-30,Entrada,152,Compra proveedor
701,505,2024-03-18,Entrada,194,Traslado entre sucursales
702,513,2025-04-29,Ajuste,1,Corrección de inventario
703,591,2025-10-12,Entrada,91,Devolución de cliente
704,134,2025-01-13,Salida,3,Producto dañado
705,734,2024-07-11,Salida,9,Traslado a otra sucursal
706,347,2024-03-11,Entrada,200,Devolución de cliente
707,298,2025-05-07,Ajuste,2,Conteo físico
708,64,2025-04-19,Entrada,29,Devolución de cliente
709,368,2025-02-01,Entrada,27,Devolución de cliente
710,646,2025-03-26,Salida,9,Producto dañado
711,670,2025-06-22,Salida,3,Traslado a otra sucursal
712,150,2025-06-26,Salida,7,Muestra comercial
713,45,2024-03-01,Entrada,45,Compra proveedor
714,666,2025-07-17,Entrada,76,Reposición de stock
715,112,2025-04-19,Entrada,117,Traslado entre sucursales
716,413,2025-06-17,Salida,1,Traslado a otra sucursal
717,721,2024-05-15,Salida,6,Traslado a otra sucursal
718,739,2024-12-21,Entrada,183,Traslado entre sucursales
719,186,2024-11-03,Ajuste,7,Producto vencido/obsoleto
720,550,2025-06-30,Entrada,181,Reposición de stock
721,422,2025-10-12,Salida,5,Traslado a otra sucursal
722,468,2025-08-20,Salida,10,Muestra comercial
723,432,2024-03-28,Entrada,133,Devolución de cliente
724,358,2024-07-07,Salida,6,Traslado a otra sucursal
725,240,2024-09-08,Salida,8,Traslado a otra sucursal
726,718,2025-11-29,Salida,5,Venta
727,75,2025-11-22,Salida,10,Muestra comercial
728,758,2024-04-03,Salida,8,Producto dañado
729,120,2025-10-16,Entrada,112,Compra proveedor
730,383,2024-11-14,Entrada,141,Traslado entre sucursales
731,22,2024-08-02,Salida,2,Traslado a otra sucursal
732,384,2025-04-11,Ajuste,14,Conteo físico
733,133,2024-07-15,Ajuste,10,Producto vencido/obsoleto
734,635,2024-11-17,Entrada,118,Devolución de cliente
735,684,2025-07-15,Salida,4,Venta
736,288,2025-03-14,Salida,5,Producto dañado
737,43,2024-03-17,Entrada,175,Devolución de cliente
738,569,2024-11-29,Entrada,49,Reposición de stock
739,536,2025-10-29,Entrada,57,Traslado entre sucursales
740,199,2024-02-19,Entrada,172,Devolución de cliente
741,33,2025-06-07,Entrada,191,Reposición de stock
742,368,2024-04-25,Salida,6,Muestra comercial
743,721,2025-07-24,Entrada,187,Compra proveedor
744,396,2025-12-27,Salida,6,Venta
745,292,2024-07-10,Salida,7,Venta
746,566,2025-11-14,Entrada,18,Devolución de cliente
747,754,2024-06-15,Ajuste,17,Conteo físico
748,399,2024-01-23,Salida,4,Venta
749,575,2025-11-06,Entrada,55,Compra proveedor
750,420,2025-05-15,Salida,1,Traslado a otra sucursal
751,488,2024-03-25,Entrada,113,Compra proveedor
752,601,2025-08-17,Salida,1,Muestra comercial
753,178,2025-02-03,Salida,10,Venta
754,729,2025-03-13,Ajuste,10,Diferencia en auditoría
755,700,2024-02-14,Entrada,138,Devolución de cliente
756,268,2025-05-20,Ajuste,4,Corrección de inventario
757,347,2025-06-27,Salida,8,Muestra comercial
758,405,2024-10-25,Salida,9,Traslado a otra sucursal
759,33,2024-01-14,Entrada,164,Compra proveedor
760,543,2024-05-10,Entrada,161,Devolución de cliente
761,95,2024-05-17,Entrada,183,Reposición de stock
762,611,2024-01-27,Salida,9,Venta
763,553,2025-03-02,Salida,7,Traslado a otra sucursal
764,707,2025-12-29,Entrada,187,Reposición de stock
765,643,2024-04-05,Salida,6,Producto dañado
766,100,2025-09-16,Entrada,148,Devolución de cliente
767,372,2025-04-23,Salida,8,Traslado a otra sucursal
768,481,2024-07-10,Entrada,166,Devolución de cliente
769,460,2025-02-28,Entrada,137,Reposición de stock
770,14,2025-03-05,Entrada,133,Reposición de stock
771,724,2025-04-26,Entrada,179,Reposición de stock
772,790,2024-01-13,Entrada,99,Traslado entre sucursales
773,559,2024-10-22,Ajuste,7,Conteo físico
774,95,2024-07-29,Entrada,33,Devolución de cliente
775,43,2025-11-12,Entrada,140,Traslado entre sucursales
776,179,2025-11-11,Entrada,123,Devolución de cliente
777,612,2024-04-23,Entrada,143,Compra proveedor
778,664,2025-09-05,Entrada,150,Reposición de stock
779,317,2025-07-17,Salida,10,Traslado a otra sucursal
780,797,2025-09-13,Salida,7,Traslado a otra sucursal
781,88,2025-12-21,Salida,3,Venta
782,543,2025-03-02,Entrada,129,Compra proveedor
783,784,2025-06-24,Entrada,168,Reposición de stock
784,271,2025-04-30,Entrada,191,Devolución de cliente
785,173,2025-05-04,Salida,3,Venta
786,321,2025-10-11,Entrada,153,Compra proveedor
787,133,2024-07-24,Entrada,188,Compra proveedor
788,166,2024-07-17,Salida,1,Venta
789,218,2025-01-01,Entrada,139,Reposición de stock
790,133,2024-12-20,Entrada,38,Reposición de stock
791,799,2025-06-07,Salida,3,Muestra comercial
792,67,2024-08-28,Salida,9,Traslado a otra sucursal
793,175,2024-08-10,Entrada,66,Devolución de cliente
794,343,2025-09-20,Entrada,27,Traslado entre sucursales
795,587,2025-01-05,Entrada,83,Traslado entre sucursales
796,648,2024-09-01,Ajuste,13,Producto vencido/obsoleto
797,144,2024-08-18,Entrada,14,Devolución de cliente
798,647,2025-07-12,Entrada,31,Traslado entre sucursales
799,7,2025-05-03,Salida,9,Venta
800,523,2024-06-08,Entrada,160,Traslado entre sucursales
801,500,2024-07-30,Entrada,129,Traslado entre sucursales
802,766,2024-01-04,Salida,5,Producto dañado
803,568,2024-01-09,Ajuste,4,Diferencia en auditoría
804,482,2025-11-17,Salida,9,Muestra comercial
805,75,2024-06-23,Salida,3,Producto dañado
806,271,2025-12-29,Entrada,112,Compra proveedor
807,73,2024-09-18,Entrada,148,Devolución de cliente
808,477,2025-02-07,Ajuste,11,Corrección de inventario
809,753,2025-06-22,Salida,7,Muestra comercial
810,531,2025-06-04,Salida,5,Muestra comercial
811,163,2024-12-13,Salida,2,Traslado a otra sucursal
812,683,2025-06-14,Entrada,123,Traslado entre sucursales
813,448,2024-07-29,Entrada,25,Compra proveedor
814,293,2024-09-18,Salida,3,Venta
815,306,2025-09-02,Salida,3,Producto dañado
816,528,2025-03-21,Entrada,125,Traslado entre sucursales
817,698,2024-01-11,Entrada,11,Traslado entre sucursales
818,424,2024-04-18,Entrada,73,Devolución de cliente
819,772,2025-12-28,Salida,9,Venta
820,744,2024-02-12,Salida,10,Traslado a otra sucursal
821,708,2024-12-14,Entrada,93,Reposición de stock
822,577,2024-06-30,Entrada,71,Reposición de stock
823,82,2024-01-15,Salida,2,Muestra comercial
824,684,2024-05-17,Entrada,42,Traslado entre sucursales
825,768,2024-11-19,Salida,10,Venta
826,632,2025-07-02,Entrada,164,Traslado entre sucursales
827,300,2024-11-13,Salida,6,Venta
828,187,2025-12-04,Ajuste,19,Conteo físico
829,296,2025-09-04,Entrada,195,Traslado entre sucursales
830,690,2024-03-05,Entrada,78,Reposición de stock
831,334,2025-04-11,Entrada,160,Reposición de stock
832,289,2024-10-16,Entrada,57,Compra proveedor
833,553,2024-01-29,Ajuste,5,Producto vencido/obsoleto
834,17,2025-07-02,Ajuste,10,Producto vencido/obsoleto
835,512,2024-03-09,Salida,4,Venta
836,616,2024-09-16,Salida,10,Traslado a otra sucursal
837,127,2025-06-04,Entrada,33,Devolución de cliente
838,126,2025-12-16,Entrada,162,Compra proveedor
839,612,2025-05-19,Salida,10,Producto dañado
840,113,2025-02-14,Entrada,21,Compra proveedor
841,374,2024-08-14,Entrada,189,Compra proveedor
842,600,2024-04-06,Entrada,47,Traslado entre sucursales
843,689,2025-05-11,Entrada,132,Devolución de cliente
844,396,2025-10-07,Salida,10,Traslado a otra sucursal
845,63,2024-12-10,Salida,9,Traslado a otra sucursal
846,605,2025-09-02,Salida,9,Producto dañado
847,285,2024-08-10,Salida,4,Muestra comercial
848,6,2025-02-04,Salida,3,Traslado a otra sucursal
849,542,2025-06-04,Salida,10,Venta
850,472,2025-06-05,Ajuste,15,Conteo físico
851,529,2024-01-09,Salida,7,Venta
852,763,2024-09-22,Entrada,83,Traslado entre sucursales
853,221,2025-05-17,Ajuste,15,Corrección de inventario
854,752,2024-11-14,Entrada,189,Traslado entre sucursales
855,164,2025-10-06,Entrada,106,Compra proveedor
856,328,2025-12-12,Entrada,163,Reposición de stock
857,450,2024-12-24,Entrada,196,Reposición de stock
858,401,2025-05-29,Salida,3,Producto dañado
859,144,2024-01-08,Entrada,91,Traslado entre sucursales
860,182,2025-11-12,Salida,3,Muestra comercial
861,231,2024-09-09,Entrada,11,Traslado entre sucursales
862,284,2024-01-25,Salida,4,Producto dañado
863,271,2024-09-12,Salida,3,Venta
864,669,2024-01-21,Salida,1,Venta
865,291,2025-03-09,Salida,3,Venta
866,790,2024-08-21,Salida,3,Traslado a otra sucursal
867,256,2024-09-04,Entrada,151,Compra proveedor
868,218,2024-07-11,Salida,1,Venta
869,293,2024-06-05,Ajuste,6,Corrección de inventario
870,89,2025-01-25,Salida,5,Venta
871,2,2025-07-11,Entrada,96,Compra proveedor
872,39,2024-04-11,Salida,3,Traslado a otra sucursal
873,386,2024-10-12,Salida,2,Traslado a otra sucursal
874,129,2024-02-09,Salida,5,Traslado a otra sucursal
875,783,2025-07-05,Salida,1,Traslado a otra sucursal
876,260,2024-02-13,Salida,6,Muestra comercial
877,10,2024-06-16,Salida,10,Producto dañado
878,532,2024-05-12,Salida,9,Muestra comercial
879,788,2025-05-16,Ajuste,7,Diferencia en auditoría
880,424,2024-07-31,Entrada,110,Compra proveedor
881,227,2024-11-15,Salida,4,Muestra comercial
882,230,2025-06-10,Entrada,142,Devolución de cliente
883,763,2024-04-10,Salida,7,Muestra comercial
884,172,2025-12-22,Salida,2,Producto dañado
885,116,2024-02-01,Salida,7,Producto dañado
886,680,2024-05-29,Salida,10,Traslado a otra sucursal
887,149,2025-08-17,Salida,3,Traslado a otra sucursal
888,94,2024-09-28,Salida,10,Producto dañado
889,499,2024-11-07,Salida,2,Producto dañado
890,794,2024-02-26,Entrada,170,Traslado entre sucursales
891,547,2024-03-16,Entrada,195,Compra proveedor
892,79,2025-06-05,Salida,2,Producto dañado
893,540,2024-08-01,Salida,3,Traslado a otra sucursal
894,429,2024-05-26,Salida,9,Traslado a otra sucursal
895,391,2025-03-13,Salida,1,Venta
896,429,2024-03-03,Entrada,43,Devolución de cliente
897,118,2024-11-02,Salida,6,Traslado a otra sucursal
898,32,2025-06-16,Entrada,183,Devolución de cliente
899,415,2024-02-11,Entrada,132,Traslado entre sucursales
900,50,2025-09-09,Entrada,29,Compra proveedor
901,797,2025-02-06,Entrada,148,Traslado entre sucursales
902,259,2025-12-24,Entrada,129,Traslado entre sucursales
903,724,2025-03-23,Entrada,151,Reposición de stock
904,58,2025-07-31,Entrada,117,Devolución de cliente
905,109,2025-02-12,Salida,10,Producto dañado
906,407,2024-01-12,Entrada,192,Devolución de cliente
907,250,2025-09-23,Entrada,155,Devolución de cliente
908,180,2024-11-12,Entrada,198,Compra proveedor
909,22,2024-04-03,Entrada,99,Compra proveedor
910,620,2025-04-03,Salida,1,Venta
911,194,2025-10-28,Salida,6,Traslado a otra sucursal
912,11,2024-03-26,Entrada,111,Reposición de stock
913,184,2025-08-04,Entrada,65,Traslado entre sucursales
914,191,2024-12-07,Ajuste,15,Diferencia en auditoría
915,479,2025-09-30,Entrada,29,Traslado entre sucursales
916,178,2025-05-04,Entrada,133,Reposición de stock
917,505,2024-09-06,Entrada,89,Devolución de cliente
918,44,2025-02-14,Salida,6,Producto dañado
919,431,2025-07-09,Entrada,144,Traslado entre sucursales
920,430,2025-06-25,Ajuste,17,Producto vencido/obsoleto
921,203,2025-05-12,Entrada,115,Traslado entre sucursales
922,712,2024-02-07,Salida,3,Muestra comercial
923,682,2024-03-04,Entrada,107,Devolución de cliente
924,446,2025-01-05,Entrada,165,Traslado entre sucursales
925,234,2025-08-28,Entrada,173,Traslado entre sucursales
926,14,2025-07-12,Salida,10,Venta
927,499,2025-03-07,Entrada,188,Traslado entre sucursales
928,417,2025-06-19,Salida,4,Producto dañado
929,709,2024-07-04,Salida,6,Muestra comercial
930,371,2025-05-26,Ajuste,4,Diferencia en auditoría
931,231,2024-01-14,Salida,2,Muestra comercial
932,652,2025-09-04,Ajuste,13,Diferencia en auditoría
933,74,2024-04-17,Salida,6,Traslado a otra sucursal
934,630,2024-02-13,Entrada,79,Reposición de stock
935,376,2024-06-29,Entrada,78,Traslado entre sucursales
936,345,2025-09-05,Ajuste,1,Corrección de inventario
937,91,2024-11-13,Salida,6,Venta
938,201,2025-11-21,Salida,4,Venta
939,780,2025-05-09,Entrada,56,Compra proveedor
940,455,2024-09-05,Entrada,157,Devolución de cliente
941,97,2024-10-19,Entrada,194,Reposición de stock
942,26,2024-06-04,Ajuste,7,Producto vencido/obsoleto
943,196,2024-11-06,Salida,10,Traslado a otra sucursal
944,543,2024-02-21,Entrada,181,Compra proveedor
945,52,2025-05-12,Entrada,168,Devolución de cliente
946,442,2024-01-25,Salida,5,Traslado a otra sucursal
947,594,2025-09-01,Salida,6,Producto dañado
948,106,2024-10-08,Ajuste,3,Conteo físico
949,678,2025-12-26,Ajuste,20,Corrección de inventario
950,764,2024-03-02,Salida,4,Traslado a otra sucursal
951,81,2025-08-02,Salida,8,Muestra comercial
952,128,2024-01-10,Salida,5,Muestra comercial
953,269,2024-12-14,Salida,10,Muestra comercial
954,261,2025-04-07,Salida,4,Producto dañado
955,345,2024-03-04,Salida,5,Traslado a otra sucursal
956,207,2024-01-09,Entrada,80,Devolución de cliente
957,338,2025-04-16,Ajuste,11,Corrección de inventario
958,502,2024-05-13,Entrada,80,Reposición de stock
959,673,2025-06-25,Entrada,143,Traslado entre sucursales
960,105,2024-03-02,Salida,9,Venta
961,407,2025-04-03,Entrada,43,Compra proveedor
962,256,2025-07-21,Entrada,53,Devolución de cliente
963,539,2025-04-30,Entrada,19,Reposición de stock
964,624,2024-03-12,Entrada,151,Traslado entre sucursales
965,552,2024-08-24,Salida,3,Muestra comercial
966,120,2024-06-06,Salida,6,Producto dañado
967,426,2025-12-14,Salida,7,Venta
968,537,2024-08-15,Salida,1,Producto dañado
969,553,2025-08-04,Entrada,97,Traslado entre sucursales
970,391,2024-11-03,Salida,1,Producto dañado
971,168,2025-06-22,Salida,7,Producto dañado
972,771,2024-10-19,Entrada,167,Reposición de stock
973,159,2024-12-17,Ajuste,17,Conteo físico
974,749,2024-06-04,Entrada,16,Traslado entre sucursales
975,395,2025-10-13,Salida,2,Producto dañado
976,211,2025-08-24,Salida,6,Venta
977,71,2024-09-09,Salida,3,Traslado a otra sucursal
978,234,2025-05-11,Entrada,154,Traslado entre sucursales
979,705,2024-11-22,Salida,5,Venta
980,428,2025-11-03,Salida,9,Producto dañado
981,395,2024-12-26,Salida,1,Traslado a otra sucursal
982,504,2025-10-27,Salida,8,Traslado a otra sucursal
983,457,2025-08-24,Salida,8,Producto dañado
984,114,2024-08-23,Salida,4,Producto dañado
985,56,2024-10-27,Entrada,168,Traslado entre sucursales
986,487,2024-10-27,Entrada,21,Traslado entre sucursales
987,604,2024-06-10,Ajuste,5,Producto vencido/obsoleto
988,231,2025-01-22,Entrada,123,Traslado entre sucursales
989,599,2025-11-21,Salida,2,Venta
990,20,2024-04-24,Entrada,133,Devolución de cliente
991,146,2025-03-18,Entrada,128,Compra proveedor
992,431,2025-12-17,Salida,3,Muestra comercial
993,626,2024-06-04,Salida,5,Traslado a otra sucursal
994,171,2024-06-04,Ajuste,2,Conteo físico
995,758,2025-09-25,Entrada,37,Traslado entre sucursales
996,330,2024-11-20,Entrada,197,Compra proveedor
997,718,2025-09-27,Entrada,160,Traslado entre sucursales
998,228,2025-02-06,Entrada,66,Devolución de cliente
999,734,2025-03-13,Salida,8,Producto dañado
1000,743,2024-06-03,Ajuste,16,Corrección de inventario
1001,98,2025-02-14,Entrada,194,Traslado entre sucursales
1002,774,2025-01-17,Salida,3,Muestra comercial
1003,185,2024-01-08,Entrada,89,Traslado entre sucursales
1004,796,2024-01-01,Entrada,19,Traslado entre sucursales
1005,469,2024-10-23,Entrada,102,Compra proveedor
1006,690,2025-11-20,Entrada,33,Devolución de cliente
1007,582,2025-12-06,Salida,9,Traslado a otra sucursal
1008,435,2025-05-21,Entrada,155,Reposición de stock
1009,696,2025-05-05,Entrada,63,Reposición de stock
1010,698,2025-11-20,Salida,1,Venta
1011,391,2024-12-25,Salida,10,Venta
1012,774,2025-07-12,Entrada,142,Compra proveedor
1013,586,2024-08-07,Ajuste,13,Conteo físico
1014,772,2025-04-04,Entrada,40,Devolución de cliente
1015,558,2024-06-08,Salida,4,Muestra comercial
1016,474,2025-06-10,Ajuste,16,Diferencia en auditoría
1017,440,2025-05-13,Salida,3,Traslado a otra sucursal
1018,790,2024-02-12,Entrada,162,Traslado entre sucursales
1019,308,2025-09-05,Salida,6,Muestra comercial
1020,600,2025-10-20,Salida,2,Producto dañado
1021,236,2024-01-05,Entrada,15,Compra proveedor
1022,662,2024-08-16,Salida,7,Muestra comercial
1023,400,2025-02-03,Entrada,72,Traslado entre sucursales
1024,430,2024-10-22,Entrada,97,Devolución de cliente
1025,422,2024-07-28,Salida,1,Traslado a otra sucursal
1026,82,2025-07-26,Salida,9,Producto dañado
1027,783,2024-05-18,Salida,7,Muestra comercial
1028,225,2024-09-13,Entrada,145,Reposición de stock
1029,750,2025-10-17,Salida,1,Producto dañado
1030,721,2025-08-12,Entrada,22,Compra proveedor
1031,333,2024-09-25,Salida,6,Traslado a otra sucursal
1032,768,2025-10-21,Entrada,18,Compra proveedor
1033,565,2025-12-14,Salida,9,Muestra comercial
1034,9,2025-06-23,Ajuste,20,Diferencia en auditoría
1035,361,2024-08-30,Salida,10,Traslado a otra sucursal
1036,10,2025-09-30,Entrada,156,Devolución de cliente
1037,492,2024-08-07,Entrada,74,Compra proveedor
1038,39,2024-04-19,Entrada,91,Devolución de cliente
1039,464,2024-10-22,Entrada,29,Traslado entre sucursales
1040,363,2025-11-16,Salida,5,Venta
1041,435,2025-08-16,Salida,2,Traslado a otra sucursal
1042,50,2024-11-23,Salida,2,Producto dañado
1043,160,2025-12-08,Entrada,113,Reposición de stock
1044,731,2024-02-27,Ajuste,12,Conteo físico
1045,772,2025-10-14,Salida,6,Muestra comercial
1046,408,2024-11-04,Salida,10,Producto dañado
1047,353,2024-12-10,Entrada,112,Devolución de cliente
1048,85,2024-12-29,Ajuste,7,Diferencia en auditoría
1049,226,2024-10-17,Entrada,162,Devolución de cliente
1050,119,2025-09-29,Salida,4,Traslado a otra sucursal
1051,662,2025-10-11,Salida,4,Muestra comercial
1052,237,2025-07-27,Entrada,94,Traslado entre sucursales
1053,404,2025-04-13,Salida,8,Muestra comercial
1054,94,2025-02-07,Salida,5,Muestra comercial
1055,594,2024-02-23,Entrada,172,Reposición de stock
1056,739,2025-05-25,Salida,5,Muestra comercial
1057,257,2024-10-18,Salida,1,Traslado a otra sucursal
1058,506,2025-01-05,Ajuste,18,Conteo físico
