IdVenta,FechaVenta,IdCliente,IdEmpleado,IdMetodoPago,Total
5441,2024-03-04,2557,22,6,1122000
5442,2025-04-28,2807,4,2,9960000
5443,2025-03-03,208,16,3,7837000
5444,2025-06-22,316,4,6,888000
5445,2025-08-14,1465,7,6,12844000
5446,2024-07-13,1382,9,2,11464000
5447,2024-09-22,2591,49,2,31793000
5448,2024-06-30,2,11,1,16874000
5449,2024-10-25,2594,7,6,928000
5450,2024-12-12,1636,5,6,18165000
5451,2025-06-10,171,39,6,21060000
5452,2025-03-22,1037,43,3,16172000
5453,2025-06-25,2998,22,6,3356000
5454,2024-05-04,786,14,1,8660000
5455,2025-03-21,1606,24,3,15204000
5456,2024-05-23,2122,22,3,4246000
5457,2024-03-09,1347,28,6,36349000
5458,2025-07-19,478,29,3,10615000
5459,2024-04-11,2732,24,6,12388000
5460,2025-07-15,699,37,2,1922000
5461,2025-12-21,1349,12,6,5795000
5462,2025-08-29,731,11,3,16341000
5463,2025-08-21,476,42,2,12750000
5464,2025-10-28,1160,11,3,6882000
5465,2025-08-19,2489,18,3,5616000
5466,2024-04-25,1189,8,6,11077000
5467,2024-01-08,345,14,3,15620000
5468,2025-01-05,2841,46,6,16365000
5469,2025-08-14,2381,13,3,17012000
5470,2024-05-03,1166,11,6,5852000
5471,2024-11-25,631,1,3,12236000
5472,2024-06-15,2911,2,3,7672000
5473,2025-04-06,1237,3,1,16849000
5474,2024-02-22,2537,33,6,31645000
5475,2025-12-19,1259,28,3,42201000
5476,2025-05-30,2104,34,6,44722000
5477,2025-02-16,1491,40,6,4668000
5478,2025-07-10,304,45,3,5715000
5479,2024-05-30,1898,12,3,17532000
5480,2024-05-07,1013,43,6,40574000
5481,2025-04-13,2737,21,3,13824000
5482,2024-04-14,1706,20,6,13939000
5483,2025-12-11,2619,37,2,4434000
5484,2024-11-16,784,10,2,59996000
5485,2025-07-27,2682,2,3,12512000
5486,2024-04-10,782,4,3,17903000
5487,2024-11-18,563,14,3,2968000
5488,2025-01-02,1650,35,1,14887000
5489,2024-08-29,1188,12,3,19332000
5490,2024-09-13,2930,1,1,13074000
5491,2024-05-31,2976,48,6,15604000
5492,2025-02-08,714,26,6,22790000
5493,2024-03-24,2580,16,1,40691000
5494,2024-01-11,572,21,1,5022000
5495,2024-09-16,651,16,3,30690000
5496,2025-03-10,1807,3,6,52996000
5497,2025-04-30,1577,2,6,17739000
5498,2024-05-17,2536,47,1,66415000
5499,2025-10-29,2599,43,3,28861000
5500,2025-07-02,2022,41,6,34092000
5501,2025-12-26,1619,31,6,4155000
5502,2024-02-23,2209,45,6,972000
5503,2025-05-13,550,5,2,12013000
5504,2025-04-04,2664,22,1,27158000
5505,2024-10-26,2819,4,2,15771000
5506,2024-09-03,896,45,2,2908000
5507,2025-01-14,300,2,3,4535000
5508,2025-05-19,593,19,6,8325000
5509,2024-05-20,1412,18,1,7858000
5510,2025-03-18,1419,19,2,1547000
5511,2025-03-23,2730,35,3,43777000
5512,2025-11-18,850,38,1,23251000
5513,2025-05-12,1780,49,1,2559000
5514,2025-08-17,2257,21,1,30217000
5515,2024-08-12,2276,43,2,39996000
5516,2025-07-18,694,33,3,32146000
5517,2024-07-14,1562,42,1,20537000
5518,2025-11-17,2567,11,6,6048000
5519,2025-07-16,2667,28,3,15597000
5520,2024-01-22,1959,48,3,28162000
5521,2024-10-07,740,42,1,19453000
5522,2024-12-26,1871,50,1,9372000
5523,2024-03-21,2135,40,3,28613000
5524,2025-01-11,2371,16,2,2324000
5525,2024-03-23,2972,28,3,25776000
5526,2025-08-30,767,44,2,970000
5527,2025-10-28,784,21,1,23147000
5528,2024-11-15,2897,30,2,37877000
5529,2024-12-20,29,31,3,9212000
5530,2025-05-22,1964,24,3,4811000
5531,2025-07-25,2260,50,6,37170000
5532,2025-08-02,1158,43,3,38053000
5533,2025-09-16,2507,26,1,56507000
5534,2024-12-20,1869,25,3,2690000
5535,2025-03-02,2886,27,1,43547000
5536,2024-03-13,974,35,3,27779000
5537,2024-11-29,2371,23,2,781000
5538,2025-09-17,1054,36,6,13084000
5539,2025-01-02,1139,48,1,23956000
5540,2024-06-15,1519,38,6,187000
5541,2024-12-10,413,13,1,24233000
5542,2025-12-25,142,48,6,18599000
5543,2025-09-19,276,23,6,4123000
5544,2024-04-08,2384,27,1,35632000
5545,2025-11-06,2822,23,2,26839000
5546,2025-12-21,408,2,3,35110000
5547,2025-02-24,2040,20,6,30345000
5548,2024-04-19,2755,15,6,4657000
5549,2024-08-22,1647,49,6,41722000
5550,2025-09-11,41,22,3,24295000
5551,2024-09-14,266,32,1,4408000
5552,2025-05-23,584,10,1,24286000
5553,2024-09-24,551,27,6,7104000
5554,2025-05-29,1910,3,1,5748000
5555,2025-11-25,707,14,3,14479000
5556,2024-04-24,574,34,3,4240000
5557,2025-03-27,259,34,3,30578000
5558,2025-10-31,2972,37,1,10496000
5559,2024-12-27,1259,44,6,1532000
5560,2025-11-29,1312,9,3,29907000
5561,2024-03-13,661,29,6,5168000
5562,2025-08-18,1734,16,6,26069000
5563,2024-08-10,289,6,6,5520000
5564,2025-09-12,844,16,2,3295000
5565,2024-01-17,2192,33,6,11700000
5566,2024-06-14,987,4,6,7111000
5567,2024-12-08,2382,17,2,10715000
5568,2024-01-28,963,35,2,8480000
5569,2025-06-05,77,16,6,10859000
5570,2024-10-31,2242,24,2,10265000
5571,2025-11-24,154,3,1,2698000
5572,2024-03-10,2052,10,6,6020000
5573,2024-03-18,2894,17,2,24096000
5574,2025-07-11,358,29,2,9747000
5575,2024-05-17,2121,17,6,610000
5576,2024-03-05,1740,41,3,808000
5577,2025-04-26,2183,29,1,2426000
5578,2024-07-07,264,19,3,3488000
5579,2025-09-13,2351,31,3,16044000
5580,2024-08-02,2723,9,2,23044000
5581,2024-10-13,769,42,6,14085000
5582,2025-11-11,2030,17,1,34907000
5583,2024-07-28,1257,20,1,12594000
5584,2024-04-16,178,27,6,29168000
5585,2024-03-08,185,2,6,1031000
5586,2025-02-08,8,5,2,12700000
5587,2025-10-06,1198,8,1,7118000
5588,2024-05-04,961,22,6,5340000
5589,2024-12-07,1865,37,6,28357000
5590,2024-05-16,194,47,6,476000
5591,2024-05-30,2805,44,1,21860000
5592,2025-11-26,951,39,6,22268000
5593,2025-03-09,2837,30,1,55861000
5594,2025-11-03,349,32,6,10794000
5595,2024-03-19,2912,34,3,44611000
5596,2025-07-26,2385,36,6,31647000
5597,2025-07-21,1860,32,6,11131000
5598,2025-05-02,1794,24,2,3189000
5599,2024-08-10,2049,31,6,11235000
5600,2025-11-03,314,9,1,2160000
5601,2025-09-13,2200,6,3,5134000
5602,2025-08-10,915,40,6,2902000
5603,2025-10-20,2605,11,2,3978000
5604,2024-10-11,2076,31,1,16663000
5605,2024-02-09,1127,24,2,23538000
5606,2025-08-24,1036,21,6,1263000
5607,2025-05-28,1679,33,2,18316000
5608,2025-10-22,1869,47,1,15340000
5609,2024-10-14,465,35,3,5791000
5610,2025-12-03,126,32,3,7476000
5611,2025-11-04,1650,50,6,7499000
5612,2025-11-24,165,16,2,11254000
5613,2024-12-22,1985,21,3,18045000
5614,2024-12-05,2539,13,3,5166000
5615,2024-04-18,2210,41,6,39135000
5616,2024-09-01,2711,26,1,9606000
5617,2024-02-03,1482,18,6,3568000
5618,2025-09-07,784,50,1,3158000
5619,2025-08-20,749,29,2,11473000
5620,2025-11-21,2309,21,6,8021000
5621,2024-02-01,1682,15,3,16955000
5622,2024-11-17,1723,30,3,1225000
5623,2024-05-23,224,48,6,47839000
5624,2025-10-12,306,50,6,54403000
5625,2024-07-20,1879,36,6,12584000
5626,2024-07-09,226,44,6,8702000
5627,2025-01-02,2796,42,6,53064000
5628,2024-12-10,898,44,6,2443000
5629,2024-09-30,1157,49,2,9554000
5630,2025-04-05,2115,46,3,3652000
5631,2025-11-24,1693,30,6,1197000
5632,2025-12-16,2062,34,3,3965000
5633,2025-08-24,675,42,1,19759000
5634,2024-04-18,129,48,3,20598000
5635,2025-04-11,573,44,2,5198000
5636,2024-10-10,89,50,3,69443000
5637,2024-11-13,2026,49,3,19438000
5638,2024-05-07,712,19,6,7604000
5639,2024-04-18,2819,29,6,28729000
5640,2025-11-15,2015,35,2,16198000
5641,2024-10-13,389,2,6,64360000
5642,2025-07-19,1752,27,6,5791000
5643,2024-03-24,2138,27,6,33515000
5644,2024-10-06,611,28,1,15083000
5645,2024-10-26,1232,32,3,5609000
5646,2025-12-13,1060,37,3,23363000
5647,2025-02-28,1926,6,2,19702000
5648,2024-01-17,482,33,6,28803000
5649,2025-04-22,57,15,1,31829000
5650,2024-06-09,1337,30,3,58381000
5651,2025-12-10,1169,43,6,265000
5652,2024-08-17,120,30,1,9308000
5653,2024-05-17,1262,25,6,6664000
5654,2025-06-26,2320,40,6,46094000
5655,2025-11-04,1051,39,2,1096000
5656,2024-08-06,2618,50,3,7194000
5657,2024-09-24,933,33,3,16017000
5658,2025-04-20,1812,40,3,418000
5659,2025-05-27,2417,37,1,1027000
5660,2024-09-24,1655,37,1,20618000
5661,2024-10-17,1914,2,6,2898000
5662,2025-06-24,497,7,1,5550000
5663,2024-03-01,382,33,6,52594000
5664,2024-10-22,1004,9,1,17290000
5665,2024-03-26,1083,23,6,20405000
5666,2025-01-15,397,33,3,9769000
5667,2024-06-19,1900,24,3,3127000
5668,2024-03-23,1945,4,2,595000
5669,2024-09-08,1111,16,6,17246000
5670,2024-10-04,811,47,1,1416000
5671,2024-12-28,1562,44,6,24313000
5672,2024-10-30,117,45,6,6865000
5673,2024-08-03,1557,9,6,38040000
5674,2024-04-03,2660,43,1,32957000
5675,2024-07-29,506,5,6,37350000
5676,2024-09-21,448,41,3,8707000
5677,2024-04-26,2425,2,1,15585000
5678,2024-01-29,1554,1,6,21474000
5679,2024-04-14,1016,48,6,10457000
5680,2025-10-27,2389,14,2,11853000
5681,2024-02-03,1477,9,1,20854000
5682,2024-03-18,2765,20,6,20194000
5683,2024-06-16,2650,28,6,37703000
5684,2025-10-31,1001,48,6,13899000
5685,2024-07-23,2296,17,1,3502000
5686,2024-11-19,1739,8,2,13292000
5687,2025-02-23,446,44,6,10234000
5688,2025-11-15,2545,37,3,28552000
5689,2024-11-14,1107,48,1,37332000
5690,2025-02-27,2875,6,3,20076000
5691,2024-10-08,1350,21,1,6207000
5692,2025-03-25,1298,35,1,6942000
5693,2025-02-15,2171,9,3,12587000
5694,2025-01-12,246,35,2,10972000
5695,2024-10-03,2507,38,6,30738000
5696,2024-02-02,750,13,1,19054000
5697,2024-07-18,1423,36,6,8010000
5698,2025-08-30,943,23,3,40048000
5699,2024-02-27,2842,14,6,15648000
5700,2025-10-22,703,33,3,19839000
5701,2024-01-31,1377,2,6,7785000
5702,2024-11-19,187,32,3,19576000
5703,2024-03-31,2400,44,6,16150000
5704,2024-08-04,1478,17,6,19407000
5705,2024-05-14,1467,12,6,11933000
5706,2025-12-21,2873,31,6,3631000
5707,2025-05-15,1977,17,6,8169000
5708,2024-10-07,2317,25,6,35530000
5709,2025-08-24,1005,3,6,4038000
5710,2025-03-13,1157,4,3,7070000
5711,2025-03-21,36,25,3,9865000
5712,2025-06-28,2094,9,6,8429000
5713,2024-10-31,2238,28,1,13340000
5714,2025-11-18,1874,24,6,16678000
5715,2024-07-31,2036,30,3,3940000
5716,2024-08-21,2304,23,6,15321000
5717,2025-10-30,1556,2,3,9818000
5718,2024-04-13,573,8,2,5283000
5719,2024-09-17,100,30,1,22401000
5720,2025-01-04,1038,23,1,16575000
5721,2025-09-09,1783,3,2,19940000
5722,2025-03-20,248,37,3,6431000
5723,2024-08-15,579,41,6,23005000
5724,2025-04-24,128,29,3,21694000
5725,2024-05-26,1627,9,6,11328000
5726,2025-11-15,427,46,6,27748000
5727,2024-10-30,825,8,6,3571000
5728,2024-02-28,892,9,6,24807000
5729,2024-03-01,2659,15,3,9270000
5730,2024-10-31,1010,44,3,36631000
5731,2025-06-04,2176,17,6,9429000
5732,2024-06-07,1884,36,3,13199000
5733,2025-01-01,637,44,1,5000000
5734,2025-03-13,372,32,3,6862000
5735,2024-09-27,2335,27,6,21491000
5736,2024-12-10,1255,39,6,27276000
5737,2025-12-29,2553,23,6,18622000
5738,2025-06-03,476,12,6,7193000
5739,2024-07-16,2973,7,6,7885000
5740,2025-12-27,1180,44,1,1855000
5741,2025-03-25,2988,7,3,39823000
5742,2024-08-22,544,10,6,14429000
5743,2024-01-25,662,14,3,13792000
5744,2024-08-01,1615,43,1,1846000
5745,2025-05-02,1588,7,6,904000
5746,2025-02-22,1109,46,2,30680000
5747,2025-11-13,1134,3,6,1295000
5748,2025-02-02,1378,43,6,26177000
5749,2024-04-11,331,11,3,31086000
5750,2025-01-21,948,33,3,38237000
5751,2024-05-05,66,23,3,18026000
5752,2024-05-19,2898,9,3,5155000
5753,2025-09-09,664,3,6,4109000
5754,2025-10-27,1196,44,6,8200000
5755,2025-08-24,1461,11,3,923000
5756,2024-05-18,1812,50,6,28636000
5757,2025-05-17,1973,18,1,4742000
5758,2024-07-30,2560,14,6,12572000
5759,2025-12-16,1086,14,1,4921000
5760,2025-10-16,1872,13,1,13411000
5761,2025-03-27,2131,14,3,17454000
5762,2025-03-04,2370,12,2,9761000
5763,2024-12-18,491,3,3,11644000
5764,2024-05-21,1554,1,6,5918000
5765,2025-03-27,677,5,6,16012000
5766,2024-07-17,2573,41,6,3991000
5767,2025-12-14,2138,25,3,8021000
5768,2025-11-13,1568,22,1,2447000
5769,2025-05-23,280,24,6,20931000
5770,2025-05-02,1019,8,3,9914000
5771,2024-12-30,744,1,3,11053000
5772,2025-08-04,2292,13,3,6504000
5773,2025-07-23,1857,15,3,4455000
5774,2025-11-12,2328,24,2,2730000
5775,2025-05-02,2551,14,1,22171000
5776,2025-04-23,1841,15,2,13832000
5777,2024-05-13,2508,31,1,17350000
5778,2024-10-08,351,48,6,5414000
5779,2025-06-13,1393,4,1,5994000
5780,2025-12-01,2828,30,6,3936000
5781,2025-09-13,2617,45,2,10260000
5782,2025-06-22,612,27,3,12198000
5783,2024-01-19,2,39,2,8615000
5784,2025-04-28,618,12,3,7264000
5785,2025-07-28,2684,41,6,4480000
5786,2024-03-28,642,49,2,46484000
5787,2025-06-18,2394,49,6,7598000
5788,2024-12-21,738,16,3,15534000
5789,2025-10-20,2866,21,3,19556000
5790,2025-02-27,155,9,1,9612000
5791,2024-08-02,309,21,3,27814000
5792,2025-09-30,2114,47,6,20911000
5793,2024-12-25,471,30,6,23615000
5794,2025-04-01,2544,2,1,16701000
5795,2024-06-20,806,1,3,20954000
5796,2025-06-22,2206,4,6,45390000
5797,2024-01-04,2479,19,2,4980000
5798,2025-04-21,1378,1,1,44613000
5799,2024-10-13,499,15,2,31054000
5800,2024-02-18,1818,33,3,14104000
5801,2025-03-09,2022,42,6,10255000
5802,2025-06-12,2870,32,6,8618000
5803,2024-12-14,2797,35,6,315000
5804,2024-01-06,2408,22,3,8526000
5805,2024-04-09,1244,22,3,9217000
5806,2024-10-30,2534,29,1,45801000
5807,2024-09-11,1601,27,3,27018000
5808,2024-10-25,2774,26,1,3727000
5809,2025-04-01,730,33,6,27627000
5810,2024-12-13,428,35,2,24660000
5811,2024-10-21,2826,9,3,15891000
5812,2024-11-11,926,42,3,8109000
5813,2024-10-03,2713,21,3,8490000
5814,2025-11-29,2822,17,6,10774000
5815,2024-05-29,435,32,6,14029000
5816,2024-09-24,2714,13,6,4317000
5817,2025-09-11,825,37,6,7443000
5818,2024-04-19,1744,46,6,40532000
5819,2025-04-04,1051,3,6,29945000
5820,2025-07-23,2781,36,6,28205000
5821,2025-07-31,2093,48,6,15664000
5822,2025-06-29,1289,29,6,5015000
5823,2025-09-27,309,49,2,12252000
5824,2024-02-25,1620,42,6,9587000
5825,2025-04-13,2626,10,6,30640000
5826,2024-10-23,376,33,6,5658000
5827,2025-10-01,968,42,3,34995000
5828,2025-04-05,2204,40,6,12432000
5829,2024-08-09,1862,31,3,5190000
5830,2024-03-15,656,18,3,11264000
5831,2024-08-05,449,28,6,8425000
5832,2024-12-30,2769,43,3,12713000
5833,2025-06-18,604,17,1,3960000
5834,2025-03-25,2239,1,6,15103000
5835,2025-03-26,12,19,3,6559000
5836,2025-05-09,2574,38,1,10185000
5837,2025-02-02,1412,5,3,31892000
5838,2025-04-02,1529,26,3,8825000
5839,2024-07-01,1770,45,3,14033000
5840,2024-05-22,206,50,1,9976000
5841,2025-11-15,2971,11,6,13845000
5842,2024-08-01,1403,50,6,52305000
5843,2024-04-30,578,24,6,695000
5844,2025-05-10,757,5,1,7262000
5845,2024-09-12,20,2,3,5174000
5846,2024-12-15,1876,43,3,26852000
5847,2025-08-12,1430,38,3,5556000
5848,2025-01-11,959,10,6,13714000
5849,2024-07-04,1395,50,6,1977000
5850,2025-01-24,81,1,3,855000
5851,2025-07-06,2966,1,6,20016000
5852,2025-05-17,2203,14,6,28415000
5853,2025-10-31,2482,3,1,13780000
5854,2024-02-01,829,18,2,36532000
5855,2024-09-08,2609,26,6,16839000
5856,2025-10-31,775,9,3,3616000
5857,2025-06-11,1324,28,3,43159000
5858,2024-09-30,2526,44,3,43966000
5859,2025-03-30,2950,29,2,4324000
5860,2025-05-25,179,28,3,3568000
5861,2024-01-26,2043,18,6,10885000
5862,2024-04-11,1139,16,1,6176000
5863,2025-03-31,129,4,6,26757000
5864,2025-08-28,325,47,6,18743000
5865,2024-11-12,1163,13,6,2116000
5866,2025-07-27,1793,6,6,16139000
5867,2024-09-01,2064,45,6,8180000
5868,2025-03-23,764,6,6,19696000
5869,2025-05-04,2900,32,6,2285000
5870,2024-01-07,1332,17,6,32941000
5871,2025-05-28,1791,28,2,417000
5872,2025-06-20,612,19,3,5177000
5873,2025-05-26,1260,5,6,16993000
5874,2024-06-23,2004,33,6,252000
5875,2024-08-27,2572,5,6,15929000
5876,2024-04-21,2973,47,3,16613000
5877,2025-05-30,2051,31,1,1930000
5878,2025-03-04,849,46,6,3415000
5879,2025-12-03,2343,12,3,5883000
5880,2025-10-10,660,9,1,36798000
5881,2025-12-31,897,37,3,62781000
5882,2025-06-20,653,8,6,38359000
5883,2025-07-30,98,1,6,7688000
5884,2025-12-16,504,14,1,4424000
5885,2025-11-08,2851,1,6,9761000
5886,2024-10-06,2095,17,6,3218000
5887,2025-03-05,1858,31,2,24111000
5888,2025-01-07,2732,18,3,11933000
5889,2025-04-20,2663,45,6,19494000
5890,2025-02-03,29,19,6,14140000
5891,2025-03-03,2245,38,1,4898000
5892,2025-08-13,347,7,6,24289000
5893,2025-12-03,1271,24,6,12014000
5894,2025-10-30,1642,32,6,27463000
5895,2025-02-13,1526,31,6,2321000
5896,2025-01-29,1642,17,6,2419000
5897,2025-02-07,192,36,6,8117000
5898,2024-05-08,35,33,6,2715000
5899,2025-10-18,573,38,6,14944000
5900,2024-11-14,1350,21,1,4195000
5901,2024-03-13,2012,24,2,8468000
5902,2024-10-21,2348,40,3,11314000
5903,2025-06-15,2028,34,1,10670000
5904,2025-08-30,2287,33,6,32199000
5905,2024-05-27,1918,24,6,17392000
5906,2024-10-09,581,11,2,2679000
5907,2025-03-17,316,44,3,24180000
5908,2025-01-05,2836,3,6,625000
5909,2025-09-13,698,39,3,4458000
5910,2025-04-23,2783,15,3,9440000
5911,2025-03-18,2809,18,2,4851000
5912,2024-03-04,1557,31,1,13425000
5913,2024-11-08,1700,28,1,2120000
5914,2025-08-21,154,16,1,14162000
5915,2024-03-30,1053,16,2,44390000
5916,2024-07-17,365,35,1,27210000
5917,2025-08-03,980,16,2,5720000
5918,2024-03-21,445,8,3,23646000
5919,2024-09-26,2739,2,6,29745000
5920,2024-12-28,1031,33,3,1967000
5921,2024-11-27,1406,34,6,20283000
5922,2024-11-23,1522,9,6,1674000
5923,2024-12-30,629,37,6,19072000
5924,2024-04-16,1408,5,6,21655000
5925,2024-07-16,1688,39,6,14620000
5926,2024-09-16,1420,30,3,21061000
5927,2024-08-04,1300,5,6,23521000
5928,2025-08-08,2238,13,3,21227000
5929,2025-04-12,2919,6,1,13146000
5930,2024-12-02,1430,26,6,21186000
5931,2025-09-24,1770,16,1,1540000
5932,2025-07-09,2917,37,6,8651000
5933,2025-12-28,2201,28,6,8202000
5934,2024-03-10,1901,42,3,4611000
5935,2024-05-24,1340,44,6,5836000
5936,2024-02-17,2837,8,3,12080000
5937,2025-09-21,2389,8,6,322000
5938,2024-05-12,1081,28,3,10245000
5939,2024-11-09,2597,31,6,11788000
5940,2025-12-21,689,38,1,3955000
5941,2025-02-06,2802,35,6,11686000
5942,2024-05-20,1768,34,6,54010000
5943,2024-04-29,1988,38,6,7918000
5944,2024-07-14,1779,31,3,16868000
5945,2025-09-12,200,6,2,142000
5946,2024-05-14,2683,32,2,11259000
5947,2025-09-13,239,44,3,20182000
5948,2024-11-16,2951,48,1,23871000
5949,2024-01-10,770,35,6,12340000
5950,2024-06-11,414,9,2,16763000
5951,2025-01-09,2609,5,3,29665000
5952,2024-02-12,2597,18,6,14502000
5953,2025-01-26,703,20,6,19993000
5954,2025-03-03,2821,12,1,5201000
5955,2024-02-06,385,26,6,1319000
5956,2025-03-11,1672,14,1,15802000
5957,2025-09-08,869,44,6,25627000
5958,2024-02-07,2138,10,6,7091000
5959,2024-07-12,2998,9,6,15303000
5960,2024-05-11,1324,16,3,16154000
5961,2024-04-03,1133,1,1,22400000
5962,2024-02-24,2635,32,6,51309000
5963,2024-11-16,2439,49,3,4932000
5964,2024-10-17,269,44,6,20274000
5965,2024-06-12,252,10,6,2138000
5966,2025-06-25,1219,13,6,19441000
5967,2024-02-20,1999,18,6,5460000
5968,2024-01-15,2459,14,1,1451000
5969,2024-07-07,2112,4,3,6600000
5970,2025-10-17,2315,39,6,922000
5971,2024-01-26,573,17,6,21055000
5972,2024-01-05,1239,13,3,4918000
5973,2024-01-25,2539,1,6,12811000
5974,2025-05-10,395,43,3,20591000
5975,2024-06-27,966,44,6,11927000
5976,2025-12-20,2825,16,1,21480000
5977,2025-05-15,1945,41,1,4545000
5978,2025-05-16,1787,23,6,10460000
5979,2024-09-20,1806,26,2,5549000
5980,2025-03-24,522,29,6,5482000
5981,2025-05-02,923,22,6,25613000
5982,2024-11-13,2284,7,6,30545000
5983,2025-04-24,399,12,6,24869000
5984,2025-02-20,1754,7,6,10002000
5985,2025-11-30,1012,38,1,13921000
5986,2025-08-13,523,39,6,19714000
5987,2024-07-02,1896,46,2,31434000
5988,2024-05-22,283,23,2,21920000
5989,2025-10-19,403,14,6,39354000
5990,2024-08-15,2608,16,3,24980000
5991,2024-02-21,1789,11,6,5863000
5992,2025-09-25,2211,40,6,21498000
5993,2025-05-31,742,19,6,2470000
5994,2025-04-29,774,14,3,35578000
5995,2024-03-12,540,39,3,28360000
5996,2024-02-14,906,29,2,5677000
5997,2025-12-06,2460,8,1,13005000
5998,2025-03-28,1420,39,1,7855000
5999,2025-08-03,2855,24,6,21938000
6000,2025-04-18,2736,6,6,12858000
6001,2024-07-04,346,48,2,13952000
6002,2025-03-07,2759,12,1,10427000
6003,2024-02-04,2893,26,6,25367000
6004,2025-09-04,364,3,2,6808000
6005,2024-10-09,1030,13,6,164000
6006,2024-09-14,884,26,6,549000
6007,2024-10-24,1029,14,1,2122000
6008,2025-07-30,1714,38,2,13991000
6009,2024-09-15,604,11,2,21650000
6010,2025-10-08,231,30,1,18664000
6011,2024-06-18,1809,26,3,207000
6012,2024-09-01,1308,11,6,4496000
6013,2025-06-04,193,41,3,17100000
6014,2025-04-01,2234,21,6,38775000
6015,2024-04-18,231,39,1,20580000
6016,2024-07-11,2214,49,6,430000
6017,2024-08-11,162,1,2,8501000
6018,2025-08-25,178,4,6,4638000
6019,2024-08-04,2598,9,6,16811000
6020,2025-06-10,2994,28,6,5925000
6021,2025-04-01,1355,19,6,32942000
6022,2025-01-13,2260,27,3,6538000
6023,2025-05-05,679,36,6,17731000
6024,2025-04-18,2680,2,1,20708000
6025,2024-10-23,1124,27,1,9704000
6026,2024-08-13,753,46,6,48882000
6027,2025-01-22,1449,42,6,6412000
6028,2025-06-25,1168,50,2,23660000
6029,2024-12-08,1216,48,6,8471000
6030,2024-07-24,1364,8,6,21804000
6031,2024-11-16,2028,14,6,5100000
6032,2024-03-10,2109,24,2,28024000
6033,2025-05-26,1622,37,6,6024000
6034,2025-01-02,2883,37,6,24697000
6035,2025-08-16,1673,21,6,9576000
6036,2024-01-13,172,41,1,363000
6037,2025-12-23,897,29,6,34919000
6038,2024-06-06,747,37,6,26361000
6039,2024-10-05,2113,17,1,6213000
6040,2024-03-31,36,37,1,21831000
6041,2024-07-07,524,21,3,3958000
6042,2024-09-28,1387,23,6,5882000
6043,2025-08-24,2597,24,1,13962000
6044,2025-04-09,2627,9,1,16359000
6045,2025-05-11,1625,27,2,20227000
6046,2024-10-06,288,19,1,29803000
6047,2025-03-15,1258,14,2,22082000
6048,2024-07-08,2535,31,2,3860000
6049,2025-07-12,318,15,6,30906000
6050,2024-06-07,733,38,3,16295000
6051,2024-05-26,500,2,3,11697000
6052,2024-07-24,1482,41,1,33202000
6053,2024-11-14,2750,13,3,1789000
6054,2024-06-05,681,39,6,4223000
6055,2024-02-03,357,46,6,12862000
6056,2025-08-04,1615,9,3,20180000
6057,2024-09-23,105,30,6,1713000
6058,2025-11-24,2648,43,3,12194000
6059,2024-12-02,812,39,2,15978000
6060,2025-07-12,1917,35,1,1722000
6061,2025-11-06,2689,19,6,5359000
6062,2025-02-16,1876,44,3,19696000
6063,2024-01-25,207,29,3,2473000
6064,2024-06-08,1273,20,6,5379000
6065,2025-03-17,1607,25,3,22420000
6066,2024-11-12,2818,36,1,15907000
6067,2025-03-17,2803,1,3,2095000
6068,2025-10-10,1267,14,3,9052000
6069,2025-02-22,2071,11,6,5737000
6070,2024-01-17,2169,21,6,7692000
6071,2025-08-16,741,22,6,11441000
6072,2024-06-18,2339,31,1,59754000
6073,2025-01-21,1558,37,1,32861000
6074,2024-08-03,585,21,6,16155000
6075,2024-06-11,1999,16,6,6867000
6076,2025-02-26,2214,46,3,1071000
6077,2025-12-29,679,31,2,18140000
6078,2025-11-29,1108,30,1,12951000
6079,2024-07-16,2753,44,1,14684000
6080,2024-09-16,2614,17,6,28745000
6081,2025-03-02,1630,7,2,9872000
6082,2024-12-27,411,20,3,32168000
6083,2025-01-30,357,35,2,14432000
6084,2025-01-22,2103,26,1,37123000
6085,2025-05-29,2249,25,3,23940000
6086,2025-12-13,2138,31,3,619000
6087,2024-06-22,1114,17,3,20784000
6088,2024-09-17,78,49,1,11222000
6089,2025-11-27,2663,44,3,29059000
6090,2025-01-03,342,34,6,15997000
6091,2025-09-28,2898,21,6,15905000
6092,2024-03-29,941,43,6,5125000
6093,2024-10-06,193,36,3,2609000
6094,2024-08-21,2849,42,1,3389000
6095,2024-04-13,2231,16,3,18696000
6096,2024-01-29,497,26,3,28588000
6097,2024-07-14,1098,31,6,15131000
6098,2025-08-22,280,9,1,2293000
6099,2025-05-20,2023,39,1,35611000
6100,2025-10-08,2499,36,2,6021000
6101,2024-04-03,2759,11,1,23641000
6102,2024-01-29,315,25,1,17568000
6103,2024-04-08,2053,49,6,17525000
6104,2024-07-03,128,1,1,34442000
6105,2024-09-03,2376,7,6,12964000
6106,2024-06-04,886,5,1,17691000
6107,2024-09-05,1618,41,1,6022000
6108,2025-11-26,273,19,3,47641000
6109,2025-08-30,2267,12,3,772000
6110,2024-06-20,1987,3,1,8202000
6111,2024-09-07,501,36,3,15278000
6112,2025-03-12,1983,12,2,6488000
6113,2024-04-25,750,40,6,2552000
6114,2025-09-10,75,16,2,3607000
6115,2025-11-10,1870,32,6,2701000
6116,2025-02-12,2357,45,2,17060000
6117,2024-01-08,2864,1,2,1178000
