IdCompra,FechaCompra,IdProveedor,Total
931,2024-06-10,75,287527000
932,2025-09-04,46,286903000
933,2024-11-06,47,461407000
934,2024-11-10,17,152756000
935,2025-04-20,62,590317000
936,2024-02-03,31,124943000
937,2025-08-07,61,554136000
938,2024-05-30,61,378318000
939,2024-12-03,16,37042000
940,2025-10-17,17,70892000
941,2024-04-05,39,121436000
942,2024-12-27,73,536149000
943,2024-07-12,15,129184000
944,2025-06-23,28,219938000
945,2025-09-29,15,181346000
946,2025-12-05,15,389071000
947,2025-04-24,53,358253000
948,2025-11-23,67,71957000
949,2024-01-27,71,324797000
950,2025-11-04,9,336651000
951,2025-07-04,70,200174000
952,2024-01-02,3,419553000
953,2025-05-08,37,11016000
954,2024-12-16,76,279017000
955,2024-04-01,49,449021000
956,2025-12-20,64,512659000
957,2024-07-05,60,414810000
958,2024-02-23,61,99163000
959,2024-01-09,11,245725000
960,2025-10-21,14,137229000
961,2025-06-23,53,221141000
962,2025-10-21,36,265604000
963,2024-01-27,28,83819000
964,2025-02-19,24,855600000
965,2024-05-28,66,632938000
966,2024-05-03,46,268247000
967,2025-10-04,32,16252000
968,2024-02-26,4,331871000
969,2024-06-13,25,94077000
970,2025-04-09,75,319654000
971,2025-03-13,39,307726000
972,2024-02-17,39,198902000
973,2024-09-30,64,59370000
974,2025-11-18,79,13551000
975,2024-03-10,28,191205000
976,2024-10-17,5,644287000
977,2025-01-26,71,32813000
978,2025-04-25,63,104713000
979,2024-06-04,11,20452000
980,2025-03-16,80,133877000
981,2024-08-19,5,83547000
982,2025-04-04,72,146539000
983,2025-08-22,1,89053000
984,2024-09-27,35,14484000
985,2024-05-31,30,470577000
986,2025-06-14,36,354748000
987,2024-02-21,21,30454000
988,2024-04-14,75,153800000
989,2025-10-16,57,92924000
990,2024-06-15,43,126361000
991,2025-06-18,21,211840000
992,2024-09-15,60,326486000
993,2025-08-23,5,226766000
994,2025-03-23,29,146598000
995,2024-05-29,46,72904000
996,2024-10-09,72,56411000
997,2025-09-03,4,10859000
998,2024-03-19,15,108733000
999,2025-09-26,62,266485000
1000,2024-02-21,43,28812000
1001,2025-08-14,7,97674000
1002,2025-12-27,26,274789000
1003,2024-04-23,75,100790000
1004,2024-12-24,53,631106000
1005,2025-06-07,46,105763000
1006,2025-05-18,74,402124000
1007,2024-04-27,67,55525000
1008,2025-09-22,9,230562000
1009,2025-04-21,6,250060000
1010,2025-10-28,32,547593000
1011,2024-07-01,16,58842000
1012,2024-08-04,7,191501000
1013,2025-08-01,80,614350000
1014,2024-01-13,77,187795000
1015,2024-12-15,45,422775000
1016,2025-02-28,66,169965000
1017,2024-08-27,55,14220000
1018,2024-02-03,53,353924000
1019,2024-02-19,46,307158000
1020,2024-10-30,34,106204000
1021,2024-10-22,12,147157000
1022,2025-07-19,71,73430000
1023,2025-09-19,20,223165000
1024,2024-10-27,54,506923000
1025,2024-10-23,63,218335000
1026,2024-03-02,47,88544000
1027,2025-02-25,49,146719000
1028,2025-04-16,61,174409000
1029,2024-02-06,38,179714000
1030,2025-01-17,61,158788000
1031,2025-09-12,45,409481000
1032,2025-11-25,77,197705000
1033,2025-08-31,27,68542000
1034,2024-09-18,14,234929000
1035,2025-10-27,79,45565000
1036,2024-04-20,28,1652000
1037,2024-12-07,9,97820000
1038,2025-09-14,79,419980000
1039,2024-01-06,13,318809000
1040,2024-03-24,33,313256000
1041,2025-12-03,51,60513000
1042,2025-07-29,16,201233000
1043,2025-02-17,50,19419000
1044,2025-07-25,28,310042000
1045,2025-05-27,77,34304000
1046,2024-03-05,38,90245000
1047,2024-10-30,15,359092000
1048,2024-08-06,34,237323000
1049,2024-07-03,4,28457000
1050,2025-03-08,1,12999000
1051,2024-01-28,13,8801000
1052,2025-09-14,9,130329000
1053,2024-03-05,40,128577000
1054,2025-03-10,1,132248000
1055,2024-02-10,24,295590000
1056,2024-02-02,78,212583000
1057,2025-08-12,1,93593000
1058,2025-06-04,7,127886000
1059,2025-10-13,25,132398000
1060,2024-11-03,58,53418000
1061,2025-10-03,31,88982000
1062,2024-01-21,44,159223000
1063,2024-09-04,10,272725000
1064,2024-05-12,16,183575000
1065,2025-11-15,39,32658000
1066,2025-04-03,47,90492000
1067,2025-04-04,15,106909000
1068,2024-11-02,55,557380000
1069,2024-12-13,15,73297000
1070,2024-08-30,4,101646000
1071,2024-11-10,26,116719000
1072,2025-01-10,48,276087000
1073,2024-10-18,69,89238000
1074,2024-11-02,1,133042000
1075,2024-12-28,32,87618000
1076,2025-08-09,2,121166000
1077,2024-01-30,60,33969000
1078,2025-01-25,76,70570000
1079,2024-06-26,24,246924000
1080,2025-12-03,73,81772000
1081,2024-07-01,60,93605000
1082,2024-06-19,80,384474000
1083,2025-10-08,16,462340000
1084,2025-07-29,78,78351000
1085,2025-10-08,48,169918000
1086,2025-09-19,16,229721000
1087,2025-01-21,46,184724000
1088,2024-07-05,68,626509000
1089,2024-10-12,71,80653000
1090,2025-12-23,26,244143000
1091,2025-08-23,59,512300000
1092,2025-11-18,19,69636000
1093,2024-04-07,64,32276000
1094,2024-06-22,6,173502000
1095,2025-10-23,41,202284000
1096,2024-10-08,27,155976000
1097,2025-03-22,66,154551000
1098,2024-12-23,19,687086000
1099,2025-12-03,70,15959000
1100,2024-09-14,21,133536000
1101,2024-09-02,75,303641000
1102,2025-03-24,14,381498000
1103,2024-05-21,75,212915000
1104,2024-04-16,1,461065000
1105,2025-09-23,41,248094000
1106,2025-09-01,49,152572000
1107,2024-07-17,6,343068000
1108,2024-03-23,67,402254000
1109,2025-08-23,49,140273000
1110,2024-09-01,52,454816000
1111,2024-10-28,51,395055000
1112,2025-01-17,66,24585000
1113,2024-11-24,37,182788000
1114,2024-10-24,61,189793000
1115,2024-09-29,34,124396000
1116,2024-05-03,32,28650000
1117,2024-06-03,19,21024000
1118,2025-06-11,22,766708000
1119,2025-07-03,65,105734000
1120,2025-11-26,45,255525000
1121,2024-09-06,42,223749000
1122,2024-07-05,23,276703000
1123,2024-02-05,78,21906000
1124,2024-04-06,4,208626000
1125,2025-04-02,33,304927000
1126,2024-01-08,7,80580000
1127,2024-04-29,59,100998000
1128,2025-01-27,39,20161000
1129,2025-07-05,2,150697000
1130,2025-04-01,43,290248000
1131,2024-11-26,44,473387000
1132,2025-04-02,60,46788000
1133,2024-03-15,62,84461000
1134,2024-03-02,70,42716000
1135,2025-06-07,32,123899000
1136,2024-12-15,21,273474000
1137,2025-11-06,56,176184000
1138,2025-07-04,61,89196000
1139,2025-12-06,63,54605000
1140,2024-02-07,56,8305000
1141,2024-05-14,37,345224000
1142,2024-02-22,52,637265000
1143,2024-09-03,29,103775000
1144,2024-03-11,4,11256000
1145,2024-03-28,3,166343000
1146,2025-04-25,5,57282000
1147,2025-11-24,44,125849000
1148,2024-05-03,42,96224000
1149,2025-08-24,61,33076000
1150,2024-06-03,15,195226000
1151,2025-05-19,49,82347000
1152,2025-05-06,47,49180000
1153,2025-01-30,42,256928000
1154,2025-09-06,67,188847000
1155,2025-12-10,80,302609000
1156,2024-06-30,1,247222000
1157,2024-02-29,63,265576000
1158,2024-01-20,44,279892000
1159,2024-09-19,41,67719000
1160,2025-12-18,71,780886000
1161,2024-12-08,11,46485000
1162,2025-05-31,34,104584000
1163,2024-12-07,19,121071000
1164,2024-10-04,36,245224000
1165,2024-06-14,11,144412000
1166,2025-06-12,29,180870000
1167,2025-06-17,57,69356000
1168,2024-12-29,23,133052000
1169,2024-06-23,38,11044000
1170,2025-03-21,58,254374000
1171,2025-02-09,74,42038000
1172,2025-12-12,5,444569000
1173,2025-09-24,33,192459000
1174,2024-08-27,31,126493000
1175,2024-09-26,73,109254000
1176,2025-03-10,71,30348000
1177,2024-10-19,31,292374000
1178,2024-05-22,41,180503000
1179,2024-11-05,1,323757000
1180,2024-01-07,52,144952000
1181,2024-07-31,60,78491000
1182,2025-06-22,8,266473000
1183,2025-04-23,29,33408000
1184,2024-02-08,11,702857000
1185,2024-09-30,53,4508000
1186,2024-08-07,68,265260000
1187,2024-04-13,52,199139000
1188,2025-09-06,64,75351000
1189,2024-01-21,8,152419000
1190,2024-01-08,11,89207000
1191,2024-03-22,69,210327000
1192,2025-09-30,32,80310000
1193,2024-03-05,49,125373000
1194,2025-11-04,66,249710000
1195,2025-12-15,77,250674000
1196,2024-03-20,46,249726000
1197,2025-09-17,34,63560000
1198,2024-10-17,9,169737000
1199,2024-01-12,4,494857000
1200,2025-07-16,6,891000
1201,2024-05-13,11,38368000
1202,2025-06-02,6,79520000
1203,2024-05-11,18,254453000
1204,2025-01-27,58,23146000
1205,2025-04-30,66,302703000
1206,2024-10-14,39,182264000
1207,2025-11-10,45,140760000
1208,2024-10-04,48,185515000
1209,2025-01-06,44,16685000
1210,2024-12-17,72,87936000
1211,2025-04-15,72,335948000
1212,2024-01-02,80,75014000
1213,2024-12-24,63,184617000
1214,2025-10-22,1,54984000
1215,2024-01-21,9,49354000
1216,2024-11-02,30,314452000
1217,2024-04-22,76,39020000
1218,2024-09-25,36,26866000
1219,2024-12-12,27,111757000
1220,2025-06-17,30,128096000
1221,2025-08-29,30,170361000
1222,2025-01-22,26,74685000
1223,2025-03-18,46,179187000
1224,2024-03-10,66,495190000
1225,2025-01-14,66,36972000
1226,2024-03-07,5,158409000
1227,2025-10-09,46,439470000
1228,2025-07-17,5,262424000
1229,2024-05-23,72,438099000
1230,2024-09-20,38,57265000
1231,2024-10-30,40,91723000
1232,2024-03-14,1,206334000
1233,2025-07-28,23,162216000
1234,2024-03-15,74,76992000
1235,2025-08-19,16,36253000
1236,2024-01-12,45,513709000
1237,2024-07-02,21,196649000
1238,2024-01-13,59,323189000
1239,2025-01-26,59,116707000
1240,2025-01-02,1,420098000
1241,2024-07-11,21,105794000
1242,2024-10-06,73,119329000
1243,2024-12-29,68,217992000
1244,2024-11-23,36,656036000
1245,2025-09-01,41,154502000
1246,2025-03-10,21,4897000
1247,2025-04-08,46,231239000
1248,2024-02-10,47,96311000
1249,2025-09-04,28,267403000
1250,2025-03-07,39,35048000
1251,2024-11-22,13,15540000
1252,2025-05-15,42,668246000
1253,2025-01-10,16,250488000
1254,2024-11-06,26,111208000
1255,2024-12-16,11,18155000
1256,2024-05-22,69,507528000
1257,2024-03-18,61,182262000
1258,2025-09-01,28,295513000
1259,2024-12-29,51,30025000
1260,2025-05-29,51,174123000
1261,2024-10-15,65,70011000
1262,2025-08-01,36,79411000
1263,2025-08-05,63,469642000
1264,2024-03-04,73,489015000
1265,2025-10-13,64,118480000
1266,2025-01-16,58,630173000
1267,2024-05-10,43,408252000
1268,2025-05-25,42,209641000
1269,2025-01-16,30,379334000
1270,2024-07-27,46,328795000
1271,2024-10-29,76,363175000
1272,2024-01-23,6,406374000
1273,2025-11-20,59,268098000
1274,2025-06-17,33,363090000
1275,2024-01-07,12,116360000
1276,2024-06-11,15,91145000
1277,2024-04-15,10,178384000
1278,2025-09-22,53,74629000
1279,2024-11-20,14,135529000
1280,2025-07-16,2,628879000
1281,2025-02-06,52,149245000
1282,2024-10-11,29,342885000
1283,2025-01-26,76,298153000
1284,2025-05-01,73,81784000
1285,2025-03-04,73,475943000
1286,2025-01-27,48,95650000
1287,2024-10-30,67,140605000
1288,2025-12-03,58,151154000
1289,2024-12-17,43,186205000
1290,2024-11-14,12,471610000
1291,2024-11-12,64,289498000
1292,2024-10-17,56,473996000
1293,2025-01-26,40,25015000
1294,2025-01-23,26,269591000
1295,2025-03-03,3,522534000
1296,2025-12-10,4,276696000
1297,2024-07-31,68,237092000
1298,2025-04-03,37,108109000
1299,2025-10-05,65,47896000
1300,2025-09-24,53,437204000
1301,2025-08-24,43,142712000
1302,2024-08-24,73,213309000
1303,2025-10-19,51,239882000
1304,2025-07-27,50,295227000
1305,2024-06-06,33,197390000
1306,2025-07-11,64,279594000
1307,2025-04-30,6,96006000
1308,2024-01-13,74,113228000
1309,2025-08-03,27,25160000
1310,2025-05-24,34,156570000
1311,2024-10-05,71,291039000
1312,2025-01-16,50,90019000
1313,2024-02-28,54,128362000
1314,2025-09-24,43,436799000
1315,2025-03-13,12,68795000
1316,2025-03-25,24,168731000
1317,2024-04-23,2,201993000
1318,2024-09-22,79,169969000
1319,2025-05-10,22,479870000
1320,2024-12-30,34,157034000
1321,2025-05-01,19,12299000
1322,2024-11-10,30,175889000
1323,2024-06-02,44,26107000
1324,2024-06-06,11,118115000
1325,2024-11-10,43,17190000
1326,2024-08-08,35,75812000
1327,2025-05-04,58,62644000
1328,2024-09-25,5,107874000
1329,2025-03-11,10,155334000
1330,2024-06-22,45,93450000
1331,2024-05-26,33,234068000
1332,2024-08-29,3,225479000
1333,2025-05-17,66,100643000
1334,2025-02-08,20,46799000
1335,2024-08-27,46,308255000
1336,2025-03-01,30,494320000
1337,2025-02-14,65,51784000
1338,2024-03-15,18,476962000
1339,2025-05-08,33,3570000
1340,2025-01-13,28,125237000
1341,2025-07-05,70,142022000
1342,2025-10-06,42,260964000
1343,2025-04-10,8,285629000
1344,2024-08-16,38,275567000
1345,2025-02-09,65,567459000
1346,2024-01-05,4,590807000
1347,2025-08-25,34,204870000
1348,2024-09-08,39,124024000
1349,2025-09-28,76,313131000
1350,2025-05-10,47,543986000
1351,2024-08-07,23,342854000
1352,2025-11-30,10,62090000
1353,2024-05-11,8,31964000
1354,2025-02-17,55,488294000
1355,2024-11-13,27,196433000
1356,2024-09-02,9,231625000
1357,2024-08-23,70,34196000
1358,2024-04-14,52,108032000
1359,2025-06-10,14,560672000
1360,2025-10-12,47,199093000
1361,2024-08-04,25,393463000
1362,2024-10-26,32,5040000
1363,2025-03-08,8,299097000
1364,2024-04-12,53,2300000
1365,2024-02-24,21,140140000
1366,2025-08-21,79,347912000
1367,2025-03-24,78,32190000
1368,2024-05-25,42,441707000
1369,2025-03-05,35,315548000
1370,2025-03-16,61,175130000
1371,2025-11-24,62,32175000
1372,2025-11-17,49,143110000
1373,2025-04-20,73,58443000
1374,2024-01-18,11,367774000
1375,2024-11-06,31,65861000
1376,2024-07-29,15,32575000
1377,2025-02-10,34,156915000
1378,2024-07-17,78,105191000
1379,2024-09-30,3,21607000
1380,2024-01-22,57,306700000
1381,2025-05-07,47,198760000
1382,2025-09-28,5,128581000
1383,2025-03-21,47,526072000
1384,2024-01-25,10,404515000
1385,2025-01-12,35,301096000
1386,2025-08-24,52,433657000
1387,2024-08-28,27,847310000
1388,2025-01-11,13,53679000
1389,2024-07-02,70,168745000
1390,2024-11-07,20,227457000
1391,2024-04-11,43,183100000
1392,2025-08-02,23,117508000
1393,2024-03-12,24,339956000
1394,2024-07-12,10,222958000
1395,2024-09-28,52,413825000
1396,2024-01-08,67,225662000
1397,2025-03-20,28,169438000
1398,2025-10-09,61,414413000
1399,2025-01-24,54,180792000
1400,2025-02-12,19,217136000
1401,2024-06-15,13,149296000
1402,2025-11-08,40,220921000
1403,2024-10-23,18,116320000
1404,2024-02-23,44,132657000
1405,2024-10-29,41,444811000
1406,2024-01-30,59,74214000
1407,2025-06-02,71,217216000
1408,2024-06-30,43,166030000
1409,2025-07-08,31,299798000
1410,2024-05-29,57,152544000
1411,2025-10-04,28,57221000
1412,2025-11-02,34,101460000
1413,2024-07-06,65,104891000
1414,2024-01-26,61,267915000
1415,2024-03-24,48,221492000
1416,2024-09-29,10,2655000
1417,2024-04-18,42,350787000
1418,2025-12-27,15,193245000
1419,2025-03-11,61,497162000
1420,2024-07-08,56,66562000
1421,2025-10-24,42,70565000
1422,2025-10-01,5,167420000
1423,2025-07-30,67,151697000
1424,2025-03-29,44,389698000
1425,2024-05-25,34,214776000
1426,2025-08-13,37,292119000
1427,2025-05-11,76,615761000
1428,2024-01-08,34,89068000
1429,2024-06-29,21,180467000
1430,2024-03-02,44,111859000
1431,2024-02-17,67,18580000
1432,2024-01-06,42,578250000
1433,2025-10-12,58,81152000
1434,2024-12-28,55,314020000
1435,2025-07-01,51,244123000
1436,2024-08-10,20,37875000
1437,2024-09-16,61,68082000
1438,2025-02-02,70,139192000
1439,2025-05-28,17,207656000
1440,2024-04-01,57,131916000
1441,2025-08-04,40,248515000
1442,2024-04-08,48,316083000
1443,2024-12-03,78,204292000
1444,2025-02-04,52,457450000
1445,2024-02-04,73,299482000
1446,2024-04-28,8,258668000
1447,2025-10-09,40,566725000
1448,2024-06-17,49,31090000
1449,2024-04-25,73,31997000
1450,2024-09-30,10,160991000
1451,2025-05-30,64,123104000
1452,2025-02-17,59,143974000
1453,2024-11-10,67,322428000
1454,2025-04-20,17,120299000
1455,2025-08-13,15,276364000
1456,2024-03-07,66,149400000
1457,2024-06-30,23,11661000
1458,2025-05-26,57,102177000
1459,2025-03-05,42,46988000
1460,2024-03-14,8,533470000
1461,2024-11-10,67,256136000
1462,2024-09-10,72,226529000
1463,2024-10-15,27,282306000
1464,2025-01-07,68,81966000
1465,2025-10-09,39,137214000
1466,2025-01-24,13,29550000
1467,2025-05-12,16,114828000
1468,2025-10-31,20,193709000
1469,2024-05-05,52,251640000
1470,2025-06-05,18,169033000
1471,2024-07-08,42,52683000
1472,2024-09-12,33,106313000
1473,2024-02-05,24,496861000
1474,2025-07-28,39,345362000
1475,2025-11-30,39,98496000
1476,2025-10-22,65,418240000
1477,2024-10-15,44,104173000
1478,2025-12-05,32,107839000
1479,2025-02-04,18,55168000
1480,2025-06-05,47,82217000
1481,2025-04-29,57,347645000
1482,2025-12-31,30,63506000
1483,2025-01-29,14,305677000
1484,2024-06-02,76,106591000
1485,2025-06-21,13,119983000
1486,2025-11-14,49,401772000
1487,2025-08-03,33,200011000
1488,2025-08-05,74,189042000
1489,2025-12-31,58,70559000
1490,2025-08-22,25,97966000
1491,2025-08-20,57,117200000
1492,2025-10-08,26,454800000
1493,2024-06-09,24,231997000
1494,2024-10-06,73,388928000
1495,2024-09-04,21,163767000
1496,2025-06-30,67,336920000
1497,2025-03-24,80,129239000
1498,2024-04-21,23,227244000
1499,2024-05-12,34,70652000
1500,2025-06-26,68,147649000
1501,2024-01-13,33,72811000
1502,2025-07-10,66,59832000
1503,2025-06-25,25,249049000
1504,2024-06-12,72,371758000
1505,2024-07-27,9,28120000
1506,2024-06-09,28,211515000
1507,2025-10-07,78,39664000
1508,2024-04-03,55,302503000
1509,2025-02-26,34,438665000
1510,2025-10-24,3,250661000
1511,2024-06-06,11,142744000
1512,2025-10-31,12,338438000
1513,2024-09-30,72,21129000
1514,2025-03-25,35,357238000
1515,2025-11-17,9,173646000
1516,2024-02-14,53,59816000
1517,2025-05-04,11,45526000
1518,2024-11-12,58,69879000
1519,2025-09-20,13,334212000
1520,2024-04-06,54,79908000
1521,2024-05-16,35,162460000
1522,2024-08-27,71,216769000
1523,2024-08-31,4,212878000
1524,2024-12-17,59,383111000
1525,2025-05-14,54,202011000
1526,2025-09-06,59,183725000
1527,2025-12-19,4,202248000
1528,2025-09-23,17,136828000
1529,2025-05-31,12,189919000
1530,2024-07-12,48,31394000
1531,2024-05-09,40,48959000
1532,2025-05-25,48,120891000
1533,2025-01-24,1,47548000
1534,2025-04-05,26,14414000
1535,2025-11-11,66,44110000
1536,2024-12-12,51,72632000
1537,2024-07-10,5,42639000
1538,2024-02-29,30,319014000
1539,2024-02-16,33,99810000
1540,2024-05-22,23,719974000
1541,2025-05-19,79,86940000
1542,2024-09-05,69,99572000
1543,2024-12-06,62,229077000
1544,2024-08-13,39,23467000
1545,2025-02-13,41,250193000
1546,2025-09-09,46,67331000
1547,2025-11-26,15,66837000
1548,2025-10-19,51,583546000
1549,2024-01-10,38,644186000
1550,2024-12-22,77,236374000
1551,2025-06-26,47,55500000
1552,2024-12-29,2,51456000
1553,2025-06-12,65,34167000
1554,2025-04-23,35,115645000
1555,2025-08-06,39,50775000
1556,2025-07-18,16,139282000
1557,2025-12-19,52,32462000
1558,2024-10-28,69,160044000
1559,2024-06-18,41,546500000
1560,2025-01-01,20,84639000
1561,2024-01-10,21,90824000
1562,2025-07-05,11,268890000
1563,2025-04-09,65,171864000
1564,2024-03-25,24,170486000
1565,2024-06-01,68,438794000
1566,2024-10-10,14,270250000
1567,2024-12-30,40,286884000
1568,2025-09-21,51,369748000
1569,2025-02-04,61,132851000
1570,2024-11-15,57,96498000
1571,2025-05-30,51,176948000
1572,2024-02-15,57,19561000
1573,2024-08-17,73,143736000
1574,2024-01-16,53,276353000
1575,2025-06-13,55,325624000
1576,2024-01-23,12,23826000
1577,2025-02-09,80,322228000
1578,2025-06-10,47,342932000
1579,2024-07-06,13,282538000
1580,2024-10-17,70,43254000
1581,2025-12-01,67,64864000
1582,2025-10-20,15,277100000
1583,2025-11-30,80,223411000
1584,2025-01-13,59,257832000
1585,2024-03-23,46,143624000
1586,2024-03-11,15,424511000
1587,2025-07-30,40,34779000
1588,2025-06-07,16,64505000
1589,2024-11-30,7,171225000
1590,2025-12-25,22,154872000
1591,2024-08-24,76,168968000
1592,2024-08-14,43,36849000
1593,2024-03-19,1,45139000
1594,2025-05-02,62,10209000
1595,2024-01-18,4,84234000
1596,2024-12-26,78,46632000
1597,2024-03-10,7,214078000
1598,2025-05-26,77,351491000
1599,2025-12-01,79,28120000
1600,2025-04-19,68,575045000
1601,2025-01-05,29,271022000
1602,2025-10-09,62,100228000
1603,2024-10-14,34,190254000
1604,2024-05-29,50,768005000
1605,2025-02-20,79,238107000
1606,2024-09-27,57,278432000
1607,2024-03-10,19,158666000
1608,2025-08-20,29,679037000
1609,2024-03-04,30,12956000
1610,2024-06-21,40,119531000
1611,2024-12-15,6,340145000
1612,2025-02-10,55,137659000
1613,2025-02-04,64,280758000
1614,2024-04-03,77,139450000
1615,2025-10-08,3,117525000
1616,2025-06-19,55,297542000
1617,2025-01-31,12,238931000
1618,2024-08-28,9,180843000
1619,2024-11-06,24,136279000
1620,2025-06-02,71,115643000
1621,2024-12-31,31,448586000
1622,2024-08-01,27,155481000
1623,2025-12-25,34,95977000
1624,2025-03-13,17,366550000
1625,2025-06-02,36,29604000
1626,2024-07-30,48,12624000
1627,2025-03-30,59,266140000
1628,2025-07-03,80,388215000
1629,2024-12-12,60,586107000
1630,2024-03-24,21,360547000
1631,2025-12-20,59,210617000
1632,2025-03-05,29,58596000
1633,2025-07-31,28,428938000
1634,2024-11-28,55,62548000
1635,2024-11-24,41,40810000
1636,2024-03-29,34,141048000
1637,2024-06-10,80,52223000
1638,2024-01-07,15,63325000
1639,2024-10-07,5,317484000
1640,2024-09-11,46,529560000
1641,2024-06-23,31,150735000
1642,2024-05-16,71,535736000
1643,2025-09-07,68,140135000
1644,2025-11-30,59,222293000
1645,2025-09-02,78,22386000
1646,2024-05-15,40,100899000
1647,2025-09-12,27,206078000
1648,2025-09-10,75,177858000
1649,2025-03-24,48,278793000
1650,2025-09-28,69,84032000
1651,2025-10-13,67,220268000
1652,2025-04-18,63,144066000
1653,2024-07-17,5,503219000
1654,2025-06-11,27,291540000
1655,2025-09-16,13,266770000
1656,2024-04-24,29,486848000
1657,2024-09-16,22,707079000
1658,2025-07-13,46,394668000
1659,2025-12-22,10,65008000
1660,2025-07-09,19,12611000
1661,2025-01-31,60,143080000
1662,2025-12-01,72,153089000
1663,2025-06-02,11,151913000
1664,2024-10-21,14,427487000
1665,2024-11-14,79,460829000
1666,2025-05-17,72,297128000
1667,2024-08-09,48,221221000
1668,2025-05-23,42,534389000
1669,2025-03-05,20,86700000
1670,2025-09-28,49,142259000
1671,2025-01-17,33,302475000
1672,2024-01-21,1,396106000
1673,2024-12-07,68,110948000
1674,2024-08-17,26,82314000
1675,2025-06-28,9,189801000
1676,2024-09-14,43,176474000
1677,2025-08-19,5,447789000
1678,2025-04-06,46,314945000
1679,2024-06-01,66,56276000
1680,2024-05-09,16,134517000
1681,2024-07-11,8,331717000
1682,2024-02-29,78,200930000
1683,2025-01-28,25,21655000
1684,2025-05-13,1,126821000
1685,2024-01-30,38,154176000
1686,2025-04-27,7,120296000
1687,2025-05-11,36,11675000
1688,2024-04-06,74,218673000
1689,2025-01-31,75,304137000
1690,2024-04-27,50,176649000
1691,2024-08-27,1,222287000
1692,2025-12-18,68,275926000
1693,2025-10-23,64,322567000
1694,2024-03-09,29,494186000
1695,2024-09-11,71,225640000
1696,2024-09-12,27,142129000
1697,2024-08-02,19,341329000
1698,2025-09-10,63,234759000
1699,2025-07-07,56,77326000
1700,2025-09-14,39,418682000
1701,2025-03-19,23,207528000
1702,2024-04-04,74,187813000
1703,2025-04-25,47,111325000
1704,2024-03-14,28,446353000
1705,2024-05-27,73,187262000
1706,2024-04-14,34,518444000
1707,2024-04-24,53,347767000
1708,2025-10-11,18,46219000
1709,2025-06-15,72,7832000
1710,2025-06-14,69,317471000
1711,2024-07-19,25,131549000
1712,2024-01-23,41,187659000
1713,2024-10-07,80,130814000
1714,2024-12-28,34,75694000
1715,2025-01-06,57,271085000
1716,2025-11-25,39,137158000
1717,2025-06-23,17,209890000
1718,2025-02-09,14,585790000
1719,2024-12-05,51,4280000
1720,2025-07-13,17,52380000
1721,2025-12-15,35,167772000
1722,2024-06-19,73,57168000
1723,2025-03-25,79,165797000
1724,2024-11-15,67,303460000
1725,2024-09-27,37,328425000
1726,2024-06-30,54,96821000
1727,2024-12-29,21,106521000
1728,2024-12-06,24,71882000
1729,2024-08-05,67,128251000
1730,2024-03-29,46,19542000
1731,2024-02-25,32,171518000
1732,2025-11-16,48,468768000
1733,2024-09-18,75,132051000
1734,2024-09-19,37,41952000
1735,2025-04-07,40,13224000
1736,2024-12-31,42,454892000
1737,2024-06-07,54,113197000
1738,2024-11-26,73,227118000
1739,2025-03-21,80,105930000
1740,2024-11-28,26,12573000
1741,2024-04-16,60,225887000
1742,2024-12-02,77,82660000
1743,2025-03-02,13,166979000
1744,2024-10-06,23,296502000
1745,2024-06-27,48,187284000
1746,2024-11-12,75,18614000
1747,2025-10-13,13,255838000
1748,2025-12-22,76,106727000
1749,2024-12-26,46,109339000
1750,2025-02-21,70,95984000
1751,2025-02-11,17,194753000
1752,2024-11-23,63,382603000
1753,2025-10-24,58,451264000
1754,2025-04-24,14,240477000
1755,2024-06-15,57,122559000
1756,2025-11-04,59,376119000
1757,2024-12-09,52,919896000
1758,2025-02-13,42,209408000
1759,2025-12-04,73,105686000
1760,2024-04-22,56,161783000
1761,2024-01-07,63,193708000
1762,2025-09-30,36,212145000
1763,2024-05-31,65,483249000
1764,2025-01-02,34,87805000
1765,2025-03-06,70,305499000
1766,2025-01-16,69,159952000
1767,2024-07-24,33,306877000
1768,2024-01-19,6,95502000
1769,2024-05-16,65,458356000
1770,2025-09-27,33,602362000
1771,2024-10-31,16,218014000
1772,2025-07-15,51,222482000
1773,2025-05-11,3,131349000
1774,2025-12-10,15,303734000
1775,2024-10-31,52,322501000
1776,2024-04-20,8,407695000
1777,2024-09-18,40,141173000
1778,2025-07-30,28,308489000
1779,2025-06-01,54,489911000
1780,2025-01-07,75,539662000
1781,2024-04-25,74,161814000
1782,2024-08-12,39,811466000
1783,2025-06-12,57,178770000
1784,2025-10-11,9,78724000
1785,2025-10-16,46,367194000
1786,2025-05-06,8,89414000
1787,2024-10-26,25,329853000
1788,2025-10-21,19,296658000
1789,2024-10-05,80,29788000
1790,2025-03-02,43,545482000
1791,2025-03-15,55,349608000
1792,2024-09-04,3,255600000
1793,2024-04-29,30,48514000
1794,2024-09-27,60,33832000
1795,2024-10-31,28,46410000
1796,2025-08-24,39,263987000
1797,2024-04-06,56,48942000
1798,2024-12-21,44,5696000
1799,2025-03-06,75,142690000
1800,2024-04-14,36,96424000
1801,2025-07-31,61,272886000
1802,2025-10-05,3,682207000
1803,2024-01-13,69,321365000
1804,2024-08-05,54,26200000
1805,2025-10-29,73,217161000
1806,2024-05-12,31,381090000
1807,2025-01-12,36,187789000
