IdDetalle,IdVenta,IdProducto,Cantidad,PrecioUnitario,Subtotal
5184,15115,96,3,164000,492000
5185,6353,220,3,84000,252000
5186,6733,728,2,895000,1790000
5187,14895,512,2,71000,142000
5188,9767,311,2,276000,552000
5189,18177,335,4,545000,2180000
5190,3398,641,2,1386000,2772000
5191,20617,673,3,1273000,3819000
5192,10180,326,5,34000,170000
5193,20526,374,5,269000,1345000
5194,23324,697,2,4112000,8224000
5195,6834,594,1,5096000,5096000
5196,3971,726,5,413000,2065000
5197,19677,152,2,1060000,2120000
5198,6996,607,4,454000,1816000
5199,14228,290,2,214000,428000
5200,11147,283,4,634000,2536000
5201,9205,35,1,228000,228000
5202,238,234,5,5484000,27420000
5203,20915,457,1,2340000,2340000
5204,18553,753,1,539000,539000
5205,2950,229,5,355000,1775000
5206,22292,75,1,3181000,3181000
5207,16273,331,1,430000,430000
5208,8066,786,2,301000,602000
5209,21382,110,2,658000,1316000
5210,8635,261,1,242000,242000
5211,14775,45,2,242000,484000
5212,15092,467,2,165000,330000
5213,18765,446,5,1786000,8930000
5214,21072,1,1,1963000,1963000
5215,18107,233,3,6545000,19635000
5216,7101,28,3,1983000,5949000
5217,18809,428,2,1729000,3458000
5218,525,350,3,164000,492000
5219,15125,800,2,121000,242000
5220,19970,558,2,618000,1236000
5221,22415,564,4,177000,708000
5222,3336,500,1,61000,61000
5223,12541,686,1,923000,923000
5224,22967,261,3,242000,726000
5225,4595,397,1,2843000,2843000
5226,1740,625,1,553000,553000
5227,13320,138,1,37000,37000
5228,6372,356,2,270000,540000
5229,3997,757,2,6457000,12914000
5230,2001,363,3,1540000,4620000
5231,3090,589,5,1261000,6305000
5232,24106,6,3,1704000,5112000
5233,7683,120,1,232000,232000
5234,10261,351,2,76000,152000
5235,21160,393,3,3631000,10893000
5236,13256,385,3,4996000,14988000
5237,464,270,5,1460000,7300000
5238,13876,97,3,188000,564000
5239,7744,647,1,29000,29000
5240,7433,344,2,909000,1818000
5241,3839,581,3,560000,1680000
5242,16946,245,3,993000,2979000
5243,13228,66,5,1749000,8745000
5244,12196,239,5,3020000,15100000
5245,1191,277,4,714000,2856000
5246,20103,382,2,612000,1224000
5247,18564,435,1,333000,333000
5248,9540,361,2,803000,1606000
5249,4852,435,4,333000,1332000
5250,4681,529,2,595000,1190000
5251,8110,316,3,119000,357000
5252,23205,238,1,988000,988000
5253,7602,327,2,966000,1932000
5254,10369,501,4,3276000,13104000
5255,6598,207,3,2183000,6549000
5256,10643,160,4,2420000,9680000
5257,1301,72,4,1756000,7024000
5258,17167,132,2,599000,1198000
5259,23637,378,1,722000,722000
5260,11030,104,5,1680000,8400000
5261,7310,696,1,839000,839000
5262,7641,726,4,413000,1652000
5263,3646,62,2,1454000,2908000
5264,5355,179,1,781000,781000
5265,7571,186,3,78000,234000
5266,13044,251,4,3149000,12596000
5267,18244,69,1,274000,274000
5268,9255,782,3,5315000,15945000
5269,8700,148,2,2241000,4482000
5270,6599,97,2,188000,376000
5271,7996,81,1,5934000,5934000
5272,231,705,2,2121000,4242000
5273,17322,399,2,239000,478000
5274,4502,127,5,506000,2530000
5275,7807,683,2,1905000,3810000
5276,7182,193,3,446000,1338000
5277,24391,717,4,1024000,4096000
5278,17513,673,2,1273000,2546000
5279,19855,330,5,309000,1545000
5280,20314,415,3,389000,1167000
5281,17798,578,1,163000,163000
5282,22437,295,5,612000,3060000
5283,3057,45,2,242000,484000
5284,3894,158,5,109000,545000
5285,13740,681,5,1447000,7235000
5286,6734,612,4,760000,3040000
5287,14659,340,5,2528000,12640000
5288,20261,56,2,1527000,3054000
5289,22898,117,4,578000,2312000
5290,5839,605,5,2248000,11240000
5291,428,315,5,561000,2805000
5292,14846,374,4,269000,1076000
5293,11206,532,5,2580000,12900000
5294,17805,157,3,3257000,9771000
5295,16510,453,5,1292000,6460000
5296,6617,208,2,2968000,5936000
5297,6572,44,3,2540000,7620000
5298,8961,54,1,510000,510000
5299,13124,308,3,6096000,18288000
5300,15809,25,4,1533000,6132000
5301,12451,3,1,2261000,2261000
5302,344,604,4,1502000,6008000
5303,21196,315,3,561000,1683000
5304,9348,529,4,595000,2380000
5305,76,787,5,2049000,10245000
5306,12860,465,1,2212000,2212000
5307,2401,72,3,1756000,5268000
5308,23570,125,2,398000,796000
5309,24261,464,4,2238000,8952000
5310,2100,131,3,104000,312000
5311,11764,662,5,461000,2305000
5312,24107,81,4,5934000,23736000
5313,21934,460,1,1108000,1108000
5314,8210,261,4,242000,968000
5315,23755,441,2,1793000,3586000
5316,12907,32,1,1808000,1808000
5317,812,352,4,213000,852000
5318,17941,441,1,1793000,1793000
5319,11871,218,2,1412000,2824000
5320,12465,99,5,193000,965000
5321,18881,219,2,1463000,2926000
5322,8141,623,3,1532000,4596000
5323,912,344,4,909000,3636000
5324,2403,289,4,1001000,4004000
5325,11137,771,1,351000,351000
5326,17218,381,3,282000,846000
5327,23930,354,2,2274000,4548000
5328,12227,788,4,1196000,4784000
5329,7332,765,1,301000,301000
5330,15287,582,1,1365000,1365000
5331,23581,539,1,2426000,2426000
5332,21568,182,5,2439000,12195000
5333,6660,93,5,482000,2410000
5334,14682,658,4,2000000,8000000
5335,22854,200,2,1500000,3000000
5336,15230,706,5,543000,2715000
5337,19124,490,3,581000,1743000
5338,23249,92,2,2371000,4742000
5339,4008,271,5,1855000,9275000
5340,16411,678,3,1873000,5619000
5341,20581,719,1,1158000,1158000
5342,3171,573,1,401000,401000
5343,4708,345,5,2778000,13890000
5344,20830,340,5,2528000,12640000
5345,7204,104,1,1680000,1680000
5346,19063,149,2,2686000,5372000
5347,20108,554,3,775000,2325000
5348,2397,538,2,1450000,2900000
5349,11127,218,5,1412000,7060000
5350,21944,700,4,232000,928000
5351,23063,239,5,3020000,15100000
5352,2784,291,5,196000,980000
5353,15446,270,4,1460000,5840000
5354,13761,681,2,1447000,2894000
5355,13947,715,2,239000,478000
5356,22999,124,4,619000,2476000
5357,18973,705,3,2121000,6363000
5358,4509,150,4,2641000,10564000
5359,12168,8,1,604000,604000
5360,7682,509,3,203000,609000
5361,24628,37,2,537000,1074000
5362,14802,452,4,305000,1220000
5363,13434,464,5,2238000,11190000
5364,4453,35,5,228000,1140000
5365,2440,25,1,1533000,1533000
5366,22362,170,2,508000,1016000
5367,1900,352,2,213000,426000
5368,17439,51,1,228000,228000
5369,11766,709,4,3861000,15444000
5370,5804,313,4,131000,524000
5371,11965,429,5,5250000,26250000
5372,15730,305,5,5301000,26505000
5373,19959,37,3,537000,1611000
5374,12020,306,4,1061000,4244000
5375,17957,216,3,1611000,4833000
5376,3470,475,4,178000,712000
5377,2318,222,5,212000,1060000
5378,14700,306,4,1061000,4244000
5379,2764,584,5,1833000,9165000
5380,9379,494,5,5441000,27205000
5381,7624,176,2,615000,1230000
5382,6478,386,2,304000,608000
5383,20632,494,3,5441000,16323000
5384,18079,368,2,115000,230000
5385,24344,22,4,552000,2208000
5386,23336,69,4,274000,1096000
5387,21598,43,4,1732000,6928000
5388,22072,558,1,618000,618000
5389,956,308,1,6096000,6096000
5390,23476,509,1,203000,203000
5391,3382,68,5,184000,920000
5392,16239,273,1,1966000,1966000
5393,2765,101,3,461000,1383000
5394,23265,118,1,135000,135000
5395,13006,314,1,3007000,3007000
5396,4053,415,3,389000,1167000
5397,12509,798,3,132000,396000
5398,18679,622,5,780000,3900000
5399,21506,631,1,1796000,1796000
5400,9663,470,3,911000,2733000
5401,15780,23,5,817000,4085000
5402,21054,33,4,827000,3308000
5403,2772,475,3,178000,534000
5404,20677,283,2,634000,1268000
5405,12213,462,5,664000,3320000
5406,2092,343,4,2478000,9912000
5407,18907,706,4,543000,2172000
5408,9792,480,1,1686000,1686000
5409,14630,553,1,3311000,3311000
5410,23022,619,2,2334000,4668000
5411,12145,651,4,1916000,7664000
5412,19730,780,2,1737000,3474000
5413,10673,495,4,522000,2088000
5414,3346,174,3,1136000,3408000
5415,20144,189,4,3728000,14912000
5416,15636,554,5,775000,3875000
5417,5797,468,2,639000,1278000
5418,6504,540,1,329000,329000
5419,8061,548,5,882000,4410000
5420,14911,99,1,193000,193000
5421,13382,786,1,301000,301000
5422,10126,462,5,664000,3320000
5423,17685,573,4,401000,1604000
5424,12086,293,2,443000,886000
5425,19510,614,2,194000,388000
5426,4957,155,2,2671000,5342000
5427,21632,727,2,254000,508000
5428,21463,311,4,276000,1104000
5429,22879,275,1,7427000,7427000
5430,20820,517,3,1577000,4731000
5431,7583,516,2,4197000,8394000
5432,16259,211,1,239000,239000
5433,13599,167,3,71000,213000
5434,1219,125,5,398000,1990000
5435,14085,695,3,1424000,4272000
5436,6197,324,3,4849000,14547000
5437,24271,104,5,1680000,8400000
5438,2243,400,2,1967000,3934000
5439,15412,365,3,3065000,9195000
5440,18753,96,1,164000,164000
5441,19069,166,1,480000,480000
5442,3198,418,1,444000,444000
5443,20391,671,3,6345000,19035000
5444,5653,584,2,1833000,3666000
5445,22946,369,2,805000,1610000
5446,14044,264,1,1225000,1225000
5447,5244,773,3,2120000,6360000
5448,1113,93,4,482000,1928000
5449,6872,671,3,6345000,19035000
5450,19957,319,1,564000,564000
5451,6247,138,1,37000,37000
5452,19813,280,5,664000,3320000
5453,11833,535,5,718000,3590000
5454,13377,340,1,2528000,2528000
5455,18680,617,5,1158000,5790000
5456,16492,204,5,716000,3580000
5457,340,261,5,242000,1210000
5458,19887,169,1,206000,206000
5459,17493,492,3,377000,1131000
5460,7769,715,4,239000,956000
5461,13250,428,3,1729000,5187000
5462,5634,544,1,932000,932000
5463,16222,387,5,668000,3340000
5464,1674,241,1,1681000,1681000
5465,2396,660,2,242000,484000
5466,18836,417,2,1487000,2974000
5467,7440,250,2,348000,696000
5468,10022,230,2,542000,1084000
5469,4481,750,2,6430000,12860000
5470,10142,183,3,1856000,5568000
5471,6882,673,5,1273000,6365000
5472,269,19,1,25000,25000
5473,13389,767,3,742000,2226000
5474,398,145,1,1897000,1897000
5475,5311,115,1,376000,376000
5476,11262,694,1,133000,133000
5477,17341,640,5,640000,3200000
5478,15445,11,5,393000,1965000
5479,23072,145,3,1897000,5691000
5480,17409,704,3,302000,906000
5481,12675,89,3,2005000,6015000
5482,14385,69,4,274000,1096000
5483,23785,639,2,571000,1142000
5484,22909,341,1,2793000,2793000
5485,407,378,2,722000,1444000
5486,15349,357,2,445000,890000
5487,13126,567,3,6238000,18714000
5488,9009,721,3,705000,2115000
5489,5829,505,1,84000,84000
5490,18780,256,3,336000,1008000
5491,3941,563,4,789000,3156000
5492,15739,376,3,1678000,5034000
5493,14336,478,2,836000,1672000
5494,22849,509,1,203000,203000
5495,11555,229,5,355000,1775000
5496,6837,211,3,239000,717000
5497,8679,733,4,2325000,9300000
5498,15026,797,5,3798000,18990000
5499,21324,535,5,718000,3590000
5500,23549,644,2,81000,162000
5501,9488,195,2,1414000,2828000
5502,21192,263,5,1443000,7215000
5503,2302,314,2,3007000,6014000
5504,2865,276,1,881000,881000
5505,19801,260,2,127000,254000
5506,19916,675,5,822000,4110000
5507,8178,158,3,109000,327000
5508,21803,358,2,2507000,5014000
5509,2849,247,3,2253000,6759000
5510,21331,772,5,493000,2465000
5511,8943,517,1,1577000,1577000
5512,3254,387,3,668000,2004000
5513,16922,778,5,5657000,28285000
5514,13089,307,3,487000,1461000
5515,2080,90,1,1593000,1593000
5516,16315,696,2,839000,1678000
5517,9540,480,1,1686000,1686000
5518,9951,394,1,724000,724000
5519,15727,26,2,136000,272000
5520,3662,580,4,1368000,5472000
5521,8804,407,3,2967000,8901000
5522,8763,579,1,563000,563000
5523,17894,697,4,4112000,16448000
5524,15278,588,5,987000,4935000
5525,23456,526,5,110000,550000
5526,14425,432,2,553000,1106000
5527,24324,724,4,1359000,5436000
5528,5138,780,1,1737000,1737000
5529,23545,678,1,1873000,1873000
5530,15435,794,5,139000,695000
5531,13954,328,2,450000,900000
5532,20648,236,2,5863000,11726000
5533,748,189,4,3728000,14912000
5534,16956,107,4,1185000,4740000
5535,2557,768,4,806000,3224000
5536,24131,214,4,1401000,5604000
5537,2903,269,1,912000,912000
5538,13448,499,4,1143000,4572000
5539,11014,82,3,139000,417000
5540,9186,535,2,718000,1436000
5541,17242,769,1,53000,53000
5542,8198,161,4,1368000,5472000
5543,23484,539,4,2426000,9704000
5544,9361,506,2,236000,472000
5545,11309,206,2,365000,730000
5546,20735,413,3,7181000,21543000
5547,20543,304,2,202000,404000
5548,10354,712,5,4964000,24820000
5549,14214,722,3,4600000,13800000
5550,8169,238,5,988000,4940000
5551,20286,587,5,5107000,25535000
5552,14915,787,2,2049000,4098000
5553,5351,365,1,3065000,3065000
5554,9109,109,3,5512000,16536000
5555,21304,348,3,2118000,6354000
5556,11876,198,2,1091000,2182000
5557,18456,299,2,1845000,3690000
5558,743,315,4,561000,2244000
5559,13463,68,3,184000,552000
5560,19199,562,2,83000,166000
5561,2018,345,3,2778000,8334000
5562,13653,195,4,1414000,5656000
5563,17502,483,1,834000,834000
5564,2709,178,2,1586000,3172000
5565,1605,38,1,432000,432000
5566,13617,605,2,2248000,4496000
5567,5989,518,4,4066000,16264000
5568,4182,507,1,101000,101000
5569,18945,19,4,25000,100000
5570,284,748,2,816000,1632000
5571,6768,311,2,276000,552000
5572,22193,659,1,1626000,1626000
5573,16121,387,3,668000,2004000
5574,21038,48,3,6530000,19590000
5575,21397,743,4,75000,300000
5576,6765,336,2,86000,172000
5577,4082,308,4,6096000,24384000
5578,9037,625,2,553000,1106000
5579,19637,580,1,1368000,1368000
5580,3341,395,4,4054000,16216000
5581,7206,644,2,81000,162000
5582,13691,519,5,788000,3940000
5583,3675,247,2,2253000,4506000
5584,13652,125,3,398000,1194000
5585,9960,586,3,1336000,4008000
5586,16283,706,4,543000,2172000
5587,22675,588,3,987000,2961000
5588,7999,507,3,101000,303000
5589,17270,305,1,5301000,5301000
5590,8173,259,2,2975000,5950000
5591,7681,332,2,457000,914000
5592,18846,190,1,1642000,1642000
5593,23326,431,5,233000,1165000
5594,15834,105,1,3203000,3203000
5595,21823,390,5,779000,3895000
5596,18289,796,2,1499000,2998000
5597,16127,111,5,3982000,19910000
5598,9587,476,2,285000,570000
5599,14986,788,1,1196000,1196000
5600,13036,233,2,6545000,13090000
5601,2701,339,5,3338000,16690000
5602,8331,623,3,1532000,4596000
5603,3166,725,2,58000,116000
5604,10104,571,4,1957000,7828000
5605,23301,435,2,333000,666000
5606,946,797,3,3798000,11394000
5607,7159,272,1,238000,238000
5608,6171,593,4,511000,2044000
5609,9566,364,5,292000,1460000
5610,14934,637,4,1144000,4576000
5611,2461,581,4,560000,2240000
5612,814,708,3,5075000,15225000
5613,3192,322,5,973000,4865000
5614,21213,695,5,1424000,7120000
5615,17844,64,2,1735000,3470000
5616,16540,664,5,192000,960000
5617,23880,383,1,2676000,2676000
5618,8947,413,3,7181000,21543000
5619,14601,529,3,595000,1785000
5620,15064,167,3,71000,213000
5621,5945,608,2,71000,142000
5622,13898,347,2,674000,1348000
5623,7095,326,2,34000,68000
5624,12098,484,2,1414000,2828000
5625,11676,285,3,3825000,11475000
5626,12312,381,3,282000,846000
5627,1501,99,3,193000,579000
5628,20201,771,5,351000,1755000
5629,19385,777,1,1695000,1695000
5630,9018,223,2,448000,896000
5631,15283,693,3,3213000,9639000
5632,19424,210,3,920000,2760000
5633,1688,11,3,393000,1179000
5634,16145,37,3,537000,1611000
5635,810,720,4,2401000,9604000
5636,22082,449,2,167000,334000
5637,24331,379,1,175000,175000
5638,11562,637,2,1144000,2288000
5639,23137,638,4,427000,1708000
5640,19496,672,2,2080000,4160000
5641,2582,288,4,182000,728000
5642,22838,768,1,806000,806000
5643,19918,352,4,213000,852000
5644,24408,87,1,4738000,4738000
5645,19176,416,5,1534000,7670000
5646,11828,786,2,301000,602000
5647,22193,625,2,553000,1106000
5648,3553,20,1,1541000,1541000
5649,10383,512,5,71000,355000
5650,13020,315,1,561000,561000
5651,977,562,3,83000,249000
5652,7986,772,1,493000,493000
5653,14425,106,5,3214000,16070000
5654,21640,756,1,176000,176000
5655,6573,569,3,2178000,6534000
5656,58,724,4,1359000,5436000
5657,13978,135,5,276000,1380000
5658,20473,78,2,481000,962000
5659,16532,646,3,3462000,10386000
5660,5678,132,3,599000,1797000
5661,8590,206,2,365000,730000
5662,20821,59,3,798000,2394000
5663,15437,729,5,2285000,11425000
5664,2219,290,4,214000,856000
5665,4330,498,3,266000,798000
5666,24645,310,2,7335000,14670000
5667,19997,728,4,895000,3580000
5668,8534,359,1,401000,401000
5669,20449,58,3,6292000,18876000
5670,2087,135,1,276000,276000
5671,11391,60,2,495000,990000
5672,2757,783,2,658000,1316000
5673,1837,610,2,4931000,9862000
5674,15132,713,5,486000,2430000
5675,1514,3,3,2261000,6783000
5676,5514,413,1,7181000,7181000
5677,23764,757,5,6457000,32285000
5678,13843,45,2,242000,484000
5679,18189,581,1,560000,560000
5680,8882,135,4,276000,1104000
5681,19964,487,1,6015000,6015000
5682,22025,266,2,1472000,2944000
5683,13708,111,5,3982000,19910000
5684,21311,186,4,78000,312000
5685,5298,89,1,2005000,2005000
5686,3120,55,1,119000,119000
5687,14424,667,2,191000,382000
5688,3679,50,2,2479000,4958000
5689,23923,766,4,2000000,8000000
5690,2710,86,4,2738000,10952000
5691,15964,293,1,443000,443000
5692,2595,574,1,130000,130000
5693,16410,263,4,1443000,5772000
5694,2926,660,4,242000,968000
5695,9250,102,2,84000,168000
5696,6532,557,2,466000,932000
5697,6784,479,5,794000,3970000
5698,9844,739,4,135000,540000
5699,11098,305,3,5301000,15903000
5700,997,711,2,3595000,7190000
5701,6955,358,5,2507000,12535000
5702,21976,503,1,264000,264000
5703,15066,68,2,184000,368000
5704,20979,333,1,2606000,2606000
5705,15588,690,1,592000,592000
5706,24440,772,2,493000,986000
5707,5172,313,3,131000,393000
5708,5193,12,4,294000,1176000
5709,16751,104,1,1680000,1680000
5710,9135,56,4,1527000,6108000
5711,4794,684,3,171000,513000
5712,3644,277,3,714000,2142000
5713,20072,653,1,853000,853000
5714,18570,498,5,266000,1330000
5715,14889,384,3,1519000,4557000
5716,5663,307,3,487000,1461000
5717,774,469,3,2317000,6951000
5718,3922,229,5,355000,1775000
5719,1215,353,5,944000,4720000
5720,13857,560,3,46000,138000
5721,14641,608,4,71000,284000
5722,24139,759,4,440000,1760000
5723,22628,669,5,316000,1580000
5724,18718,793,2,172000,344000
5725,24150,464,5,2238000,11190000
5726,17627,144,3,1730000,5190000
5727,13503,760,1,1717000,1717000
5728,2035,713,4,486000,1944000
5729,7845,200,1,1500000,1500000
5730,12123,344,5,909000,4545000
5731,1763,196,2,152000,304000
5732,19146,107,3,1185000,3555000
5733,23797,305,5,5301000,26505000
5734,12139,446,4,1786000,7144000
5735,10953,266,2,1472000,2944000
5736,18412,379,5,175000,875000
5737,1159,292,3,145000,435000
5738,10935,385,3,4996000,14988000
5739,9026,162,1,6905000,6905000
5740,13466,551,5,64000,320000
5741,7524,192,4,2247000,8988000
5742,7674,477,4,1684000,6736000
5743,14436,452,3,305000,915000
5744,3941,165,2,1704000,3408000
5745,10157,482,1,862000,862000
5746,22047,21,3,314000,942000
5747,18484,610,1,4931000,4931000
5748,5164,47,5,121000,605000
5749,8669,202,1,129000,129000
5750,24123,518,4,4066000,16264000
5751,13846,589,5,1261000,6305000
5752,21853,453,5,1292000,6460000
5753,8046,203,1,2690000,2690000
5754,14495,767,2,742000,1484000
5755,21235,85,4,35000,140000
5756,21723,724,2,1359000,2718000
5757,7910,533,5,3204000,16020000
5758,15509,66,4,1749000,6996000
5759,21947,41,3,1311000,3933000
5760,1601,334,2,773000,1546000
5761,6120,445,2,220000,440000
5762,5796,720,5,2401000,12005000
5763,15761,190,1,1642000,1642000
5764,22040,737,5,2705000,13525000
5765,5160,23,1,817000,817000
5766,9786,712,5,4964000,24820000
5767,5848,363,4,1540000,6160000
5768,5361,674,5,3099000,15495000
5769,2872,499,4,1143000,4572000
5770,12717,394,3,724000,2172000
5771,17121,697,4,4112000,16448000
5772,4335,347,1,674000,674000
5773,23412,458,5,810000,4050000
5774,12986,254,2,2160000,4320000
5775,17327,654,4,58000,232000
5776,24119,646,2,3462000,6924000
5777,9256,15,5,2216000,11080000
5778,13258,764,1,445000,445000
5779,3189,313,2,131000,262000
5780,20833,731,1,35000,35000
5781,19270,435,5,333000,1665000
5782,6029,433,3,526000,1578000
5783,1289,479,3,794000,2382000
5784,3025,78,4,481000,1924000
5785,20789,513,4,1031000,4124000
5786,22088,300,3,555000,1665000
5787,11665,447,2,2429000,4858000
5788,24262,120,2,232000,464000
5789,16684,163,4,6772000,27088000
5790,10998,435,1,333000,333000
5791,21448,727,2,254000,508000
5792,10889,56,4,1527000,6108000
5793,1051,109,1,5512000,5512000
5794,20336,367,1,920000,920000
5795,2896,712,1,4964000,4964000
5796,5533,232,5,1639000,8195000
5797,24123,296,2,121000,242000
5798,18492,99,5,193000,965000
5799,24032,524,1,1326000,1326000
5800,2438,392,5,83000,415000
5801,2507,319,1,564000,564000
5802,4140,378,4,722000,2888000
5803,24707,659,5,1626000,8130000
5804,4842,710,5,6542000,32710000
5805,11102,48,1,6530000,6530000
5806,12959,206,1,365000,365000
5807,9619,120,2,232000,464000
5808,24629,710,3,6542000,19626000
5809,17229,553,2,3311000,6622000
5810,4833,78,2,481000,962000
5811,14093,204,1,716000,716000
5812,11075,592,5,199000,995000
5813,1359,400,5,1967000,9835000
5814,16284,523,5,4586000,22930000
5815,22707,793,4,172000,688000
5816,22985,573,2,401000,802000
5817,11369,321,1,2017000,2017000
5818,4955,449,5,167000,835000
5819,13477,322,5,973000,4865000
5820,4931,71,4,1185000,4740000
5821,22033,200,3,1500000,4500000
5822,24097,677,2,7432000,14864000
5823,16462,243,5,1645000,8225000
5824,1615,132,5,599000,2995000
5825,15207,273,5,1966000,9830000
5826,24604,644,2,81000,162000
5827,3909,607,3,454000,1362000
5828,220,684,5,171000,855000
5829,11215,717,3,1024000,3072000
5830,23418,37,4,537000,2148000
5831,15083,5,1,1604000,1604000
5832,13502,492,4,377000,1508000
5833,5264,570,5,1123000,5615000
5834,1059,360,1,1190000,1190000
5835,12244,159,1,1260000,1260000
5836,10108,791,2,6527000,13054000
5837,13081,333,3,2606000,7818000
5838,5203,365,1,3065000,3065000
5839,23493,76,5,1740000,8700000
5840,22752,195,1,1414000,1414000
5841,23297,773,1,2120000,2120000
5842,6578,355,5,737000,3685000
5843,1152,377,2,193000,386000
5844,21000,591,4,2184000,8736000
5845,17881,745,5,999000,4995000
5846,13445,379,1,175000,175000
5847,13980,320,3,4004000,12012000
5848,23717,6,4,1704000,6816000
5849,5881,106,5,3214000,16070000
5850,3849,723,2,41000,82000
5851,22820,553,5,3311000,16555000
5852,10329,103,2,2825000,5650000
5853,3394,209,2,1631000,3262000
5854,13134,412,3,505000,1515000
5855,18691,115,4,376000,1504000
5856,20732,604,4,1502000,6008000
5857,22074,346,3,203000,609000
5858,2683,683,1,1905000,1905000
5859,24944,61,2,183000,366000
5860,16752,533,2,3204000,6408000
5861,12716,547,4,687000,2748000
5862,22335,687,3,2547000,7641000
5863,14188,236,4,5863000,23452000
5864,10187,350,2,164000,328000
5865,398,455,3,161000,483000
5866,1470,579,3,563000,1689000
5867,14746,512,2,71000,142000
5868,7469,253,2,1424000,2848000
5869,4752,361,3,803000,2409000
5870,23357,573,1,401000,401000
5871,4618,528,1,2343000,2343000
5872,9331,384,5,1519000,7595000
5873,19343,172,2,783000,1566000
5874,1416,746,4,2387000,9548000
5875,19921,58,5,6292000,31460000
5876,2036,350,4,164000,656000
5877,1286,492,3,377000,1131000
5878,19085,589,4,1261000,5044000
5879,8161,475,2,178000,356000
5880,1859,268,3,832000,2496000
5881,14196,326,5,34000,170000
5882,21671,217,3,3809000,11427000
5883,964,84,1,1035000,1035000
5884,12787,252,5,768000,3840000
5885,2282,316,2,119000,238000
5886,24851,290,2,214000,428000
5887,14273,679,3,610000,1830000
5888,9426,293,2,443000,886000
5889,22756,698,3,777000,2331000
5890,16685,509,3,203000,609000
5891,21181,306,4,1061000,4244000
5892,24077,483,3,834000,2502000
5893,9829,356,5,270000,1350000
5894,23971,460,3,1108000,3324000
5895,7679,10,1,6164000,6164000
5896,12879,402,2,194000,388000
5897,3037,318,4,715000,2860000
5898,16719,382,5,612000,3060000
5899,12004,266,2,1472000,2944000
5900,16671,740,3,7091000,21273000
5901,13701,294,5,555000,2775000
5902,18899,36,5,2247000,11235000
5903,6432,416,1,1534000,1534000
5904,23269,120,1,232000,232000
5905,19656,121,2,1287000,2574000
5906,12111,651,1,1916000,1916000
5907,12496,338,2,878000,1756000
5908,16039,4,2,4260000,8520000
5909,18429,226,2,2373000,4746000
5910,11216,793,1,172000,172000
5911,4064,309,2,121000,242000
5912,9528,53,4,2681000,10724000
5913,24532,139,4,7139000,28556000
5914,6459,691,3,1677000,5031000
5915,19842,549,5,3131000,15655000
5916,21657,613,4,275000,1100000
5917,10041,487,3,6015000,18045000
5918,15763,698,4,777000,3108000
5919,9361,536,2,234000,468000
5920,7985,274,1,625000,625000
5921,6652,404,4,5773000,23092000
5922,20268,132,5,599000,2995000
5923,7059,14,3,2147000,6441000
5924,21784,34,5,193000,965000
5925,1794,775,4,1495000,5980000
5926,18708,157,2,3257000,6514000
5927,6072,750,5,6430000,32150000
5928,19026,326,2,34000,68000
5929,8443,197,5,2230000,11150000
5930,4597,35,2,228000,456000
5931,7956,300,2,555000,1110000
5932,19232,343,1,2478000,2478000
5933,7870,704,5,302000,1510000
5934,2105,174,2,1136000,2272000
5935,6907,587,5,5107000,25535000
5936,6882,508,3,2219000,6657000
5937,20818,93,4,482000,1928000
5938,19692,601,4,2366000,9464000
5939,23892,594,2,5096000,10192000
5940,10916,706,3,543000,1629000
5941,13449,210,5,920000,4600000
5942,2722,582,2,1365000,2730000
5943,3158,145,4,1897000,7588000
5944,12692,425,2,2922000,5844000
5945,3911,320,2,4004000,8008000
5946,22079,366,1,908000,908000
5947,18354,467,1,165000,165000
5948,12953,329,1,47000,47000
5949,10232,701,4,4396000,17584000
5950,20631,512,3,71000,213000
5951,18675,667,3,191000,573000
5952,12919,379,5,175000,875000
5953,10076,566,3,1014000,3042000
5954,14886,643,3,167000,501000
5955,20256,458,3,810000,2430000
5956,16634,41,3,1311000,3933000
5957,8650,133,1,2456000,2456000
5958,9800,193,5,446000,2230000
5959,2973,143,4,708000,2832000
5960,23702,701,4,4396000,17584000
5961,5046,556,5,6250000,31250000
5962,4557,327,5,966000,4830000
5963,20971,43,3,1732000,5196000
5964,12790,406,5,675000,3375000
5965,5659,793,1,172000,172000
5966,15020,337,1,3125000,3125000
5967,19377,704,5,302000,1510000
5968,19872,715,3,239000,717000
5969,19503,222,3,212000,636000
5970,17375,657,2,2834000,5668000
5971,24747,46,4,1679000,6716000
5972,10275,337,1,3125000,3125000
5973,9084,177,1,2036000,2036000
5974,17770,453,4,1292000,5168000
5975,10294,77,2,24000,48000
5976,18212,746,1,2387000,2387000
5977,20471,308,3,6096000,18288000
5978,632,391,2,101000,202000
5979,11150,242,4,2420000,9680000
5980,17257,285,2,3825000,7650000
5981,20620,676,4,3432000,13728000
5982,2074,524,2,1326000,2652000
5983,8196,544,3,932000,2796000
5984,4405,763,3,192000,576000
5985,23365,703,5,2906000,14530000
5986,11714,387,1,668000,668000
5987,12704,302,4,807000,3228000
5988,11538,756,1,176000,176000
5989,207,157,5,3257000,16285000
5990,8413,142,4,980000,3920000
5991,17718,106,4,3214000,12856000
5992,14780,318,1,715000,715000
5993,2601,698,1,777000,777000
5994,5872,713,3,486000,1458000
5995,8127,246,2,7011000,14022000
5996,17716,666,3,873000,2619000
5997,4112,393,4,3631000,14524000
5998,24037,130,1,4432000,4432000
