IdProducto,NombreProducto,Precio,Stock,IdCategoria,IdMarca
591,Impresora Láser Pro,2184000,138,8,18
592,Hub USB Max,199000,81,4,7
593,Asistente de Voz Max,511000,189,7,9
594,Aspire 5 Max,5096000,103,1,6
595,Moto G84 Lite,4965000,60,2,9
596,Bombillo Inteligente,434000,138,7,14
597,iPad 10 Pro,3239000,89,3,1
598,Parlante Bluetooth 4,1443000,93,6,10
599,Laptop Vivobook,3722000,103,1,5
600,Monitor 24 pulgadas 5,1181000,18,10,1
601,Monitor 4K Lite,2366000,193,10,1
602,Monitor 4K Lite,2723000,73,10,1
603,Switch 8 Puertos,427000,8,9,14
604,Monitor Gamer 144Hz 5,1502000,129,10,1
605,Teclado Gamer Plus,2248000,141,5,12
606,Redmi Note 13 Lite,6052000,139,2,2
607,Router Wifi 6,454000,45,9,16
608,Cable HDMI Lite,71000,138,4,7
609,MatePad 11 Lite,927000,157,3,1
610,Moto G84 Max,4931000,98,2,9
611,Repetidor Wifi Lite,833000,39,9,20
612,iPad 10 4,760000,164,3,5
613,Router Wifi 6 4,275000,174,9,16
614,Mouse Inalámbrico,194000,92,4,19
615,Asistente de Voz Max,80000,7,7,14
616,Redmi Note 13 Pro,7330000,191,2,1
617,Barra de Sonido Pro,1158000,100,6,10
618,Impresora Láser Plus,2083000,156,8,18
619,Mouse Gaming RGB 2,2334000,189,5,12
620,Monitor Gamer 144Hz Pro,2741000,146,10,3
621,Moto G84 Plus,1468000,175,2,9
622,Barra de Sonido Pro,780000,99,6,10
623,MatePad 11 Pro,1532000,87,3,2
624,Router Wifi 6 Max,191000,143,9,16
625,Asistente de Voz 1,553000,132,7,14
626,Mousepad XL,1444000,193,5,12
627,Impresora de Tinta,757000,78,8,15
628,Monitor 24 pulgadas Lite,2481000,42,10,1
629,Laptop Vivobook Max,3480000,68,1,4
630,ThinkPad E14 Lite,4080000,22,1,3
631,Audífonos Cancelación de Ruido Plus,1796000,83,6,10
632,Teclado Mecánico Plus,182000,54,4,7
633,Bombillo Inteligente Lite,509000,81,7,14
634,Laptop Vivobook Pro,2415000,72,1,3
635,Redmi Note 13 Lite,4012000,157,2,2
636,Repetidor Wifi,714000,187,9,14
637,Galaxy Tab S9 Plus,1144000,60,3,17
638,Repetidor Wifi Pro,427000,142,9,16
639,Bombillo Inteligente Max,571000,106,7,14
640,Impresora de Tinta Pro,640000,126,8,18
641,Barra de Sonido Max,1386000,86,6,9
642,Monitor 4K 3,1658000,45,10,1
643,Access Point,167000,177,9,20
644,Bombillo Inteligente,81000,10,7,14
645,Tab M10 Max,3315000,59,3,5
646,Galaxy S24 Plus,3462000,17,2,1
647,Cargador USB-C Lite,29000,133,4,7
648,Hub USB 2,46000,72,4,7
649,Mousepad XL Max,1707000,98,5,12
650,Monitor Gamer 144Hz Lite,1381000,108,10,6
651,Impresora de Tinta Pro,1916000,1,8,18
652,iPad 10 Plus,1477000,17,3,5
653,Switch 8 Puertos,853000,34,9,20
654,Teclado Mecánico Max,58000,165,4,7
655,ThinkPad E14,1995000,96,1,8
656,Laptop Vivobook Lite,3701000,125,1,3
657,MatePad 11,2834000,42,3,2
658,Impresora Multifuncional Pro,2000000,46,8,18
659,Audífonos Cancelación de Ruido Plus,1626000,92,6,10
660,Repetidor Wifi Lite,242000,146,9,16
661,Laptop Pavilion,5786000,198,1,5
662,Impresora Láser Lite,461000,140,8,18
663,Galaxy Tab S9 Pro,866000,117,3,17
664,Cable HDMI Max,192000,149,4,19
665,Tab M10 Pro,1251000,147,3,1
666,"Monitor Curvo 27"" Pro",873000,187,10,6
667,Bombillo Inteligente Pro,191000,60,7,14
668,Tab M10 Max,2866000,52,3,5
669,Barra de Sonido Lite,316000,125,6,9
670,Impresora Láser Lite,958000,63,8,18
671,ThinkPad E14 Plus,6345000,198,1,2
672,Impresora Láser Max,2080000,149,8,4
673,Impresora Láser Pro,1273000,17,8,4
674,Tab M10 2,3099000,119,3,1
675,Router Wifi 6 Lite,822000,83,9,16
676,iPad 10,3432000,192,3,2
677,Redmi Note 13 4,7432000,185,2,1
678,Laptop Pavilion,1873000,67,1,2
679,Repetidor Wifi Max,610000,145,9,16
680,Impresora Láser 3,1429000,91,8,15
681,MatePad 11,1447000,4,3,2
682,Mouse Gaming RGB 4,444000,146,5,12
683,Monitor 24 pulgadas,1905000,41,10,3
684,Mouse Inalámbrico 2,171000,42,4,7
685,Monitor 24 pulgadas Plus,1284000,122,10,3
686,Mouse Gaming RGB Max,923000,1,5,12
687,Monitor Gamer 144Hz Pro,2547000,23,10,1
688,"Monitor Curvo 27""",1083000,187,10,1
689,iPad 10,3481000,179,3,1
690,Escáner de Documentos,592000,155,8,18
691,iPhone 16 Lite,1677000,33,2,2
692,Galaxy Tab S9 5,734000,114,3,1
693,MatePad 11 Pro,3213000,191,3,5
694,Cargador USB-C Pro,133000,97,4,7
695,Parlante Bluetooth Lite,1424000,170,6,10
696,Silla Gamer Plus,839000,25,5,12
697,iPhone 16 5,4112000,160,2,9
698,Access Point Max,777000,83,9,20
699,Tab M10 Pro,672000,151,3,2
700,Cargador USB-C,232000,189,4,19
701,Aspire 5 Max,4396000,32,1,4
702,Monitor 24 pulgadas Pro,2353000,30,10,1
703,iPad 10 Plus,2906000,83,3,5
704,Repetidor Wifi Pro,302000,6,9,16
705,Mouse Gaming RGB Pro,2121000,13,5,7
706,Asistente de Voz Pro,543000,59,7,9
707,Access Point Pro,708000,158,9,16
708,Aspire 5 Lite,5075000,151,1,6
709,Laptop Pavilion Pro,3861000,135,1,6
710,Redmi Note 13 Pro,6542000,161,2,9
711,Aspire 5,3595000,15,1,4
712,Nova 12 Lite,4964000,144,2,2
713,Escáner de Documentos Max,486000,94,8,15
714,Impresora de Tinta Lite,2119000,44,8,15
715,Cable HDMI Pro,239000,64,4,19
716,Impresora Multifuncional,1514000,15,8,18
717,iPhone 16 Pro,1024000,188,2,17
718,Bombillo Inteligente Lite,330000,195,7,14
719,Galaxy S24 Max,1158000,139,2,9
720,Laptop Inspiron Lite,2401000,37,1,2
721,Monitor 24 pulgadas 3,705000,118,10,1
722,Nova 12 Lite,4600000,26,2,1
723,Cable HDMI Plus,41000,12,4,7
724,Mousepad XL Lite,1359000,51,5,12
725,Bombillo Inteligente,58000,144,7,14
726,Asistente de Voz Max,413000,114,7,14
727,Asistente de Voz,254000,30,7,14
728,Access Point 2,895000,51,9,14
729,"Monitor Curvo 27"" Plus",2285000,100,10,1
730,Bombillo Inteligente Max,107000,134,7,14
731,Cable HDMI,35000,68,4,19
732,Cámara de Seguridad Plus,386000,160,7,14
733,Monitor 24 pulgadas,2325000,150,10,1
734,Impresora Multifuncional,391000,191,8,18
735,Mouse Gaming RGB Max,385000,183,5,12
736,Monitor 24 pulgadas Pro,726000,81,10,3
737,Tab M10 Max,2705000,9,3,1
738,Monitor Gamer 144Hz Max,2670000,126,10,3
739,Teclado Mecánico Max,135000,175,4,7
740,Moto G84 Max,7091000,74,2,9
741,Moto G84 Pro,2614000,124,2,9
742,Auriculares Gamer Max,1216000,63,5,7
743,Cargador USB-C Pro,75000,188,4,19
744,Router Wifi 6 Lite,95000,17,9,16
745,Auriculares Gamer,999000,119,5,12
746,MacBook Air Pro,2387000,22,1,2
747,Enchufe Inteligente 1,312000,24,7,9
748,Switch 8 Puertos 3,816000,192,9,14
749,Monitor Gamer 144Hz,800000,113,10,6
750,Laptop Vivobook 5,6430000,74,1,8
751,Router Wifi 6 Lite,353000,77,9,14
752,Switch 8 Puertos Lite,453000,133,9,20
753,Repetidor Wifi Plus,539000,2,9,20
754,Router Wifi 6 Plus,646000,11,9,20
755,Asistente de Voz 4,138000,46,7,14
756,Hub USB Plus,176000,103,4,7
757,Galaxy S24 Lite,6457000,151,2,2
758,Mousepad XL Max,2217000,38,5,12
759,Escáner de Documentos Plus,440000,150,8,18
760,Parlante Bluetooth,1717000,148,6,10
761,Asistente de Voz,558000,141,7,9
762,Cable HDMI 3,232000,176,4,19
763,Access Point Plus,192000,199,9,20
764,Impresora Láser 3,445000,154,8,18
765,Cámara de Seguridad Max,301000,184,7,14
766,Auriculares Gamer Plus,2000000,130,5,12
767,Silla Gamer,742000,143,5,12
768,Audífonos Cancelación de Ruido Pro,806000,148,6,10
769,Cargador USB-C Max,53000,0,4,7
770,Access Point Lite,639000,178,9,20
771,Router Wifi 6 Pro,351000,101,9,20
772,Escáner de Documentos Max,493000,108,8,15
773,Laptop Inspiron Plus,2120000,54,1,2
774,Galaxy S24 3,7138000,153,2,17
775,MatePad 11 Pro,1495000,121,3,2
776,Asistente de Voz Pro,86000,65,7,9
777,Parlante Bluetooth Plus,1695000,179,6,9
778,ThinkPad E14 Plus,5657000,37,1,4
779,Mousepad XL Lite,1433000,166,5,7
780,Aspire 5 Plus,1737000,145,1,4
781,Bombillo Inteligente 4,548000,191,7,14
782,Galaxy S24 Max,5315000,146,2,17
783,Router Wifi 6 Lite,658000,37,9,14
784,iPhone 16 Plus,4270000,132,2,9
785,Redmi Note 13 Pro,4109000,160,2,1
786,Cámara de Seguridad 5,301000,178,7,14
787,Monitor Gamer 144Hz Max,2049000,145,10,1
788,Teclado Gamer Max,1196000,80,5,7
789,Laptop Inspiron Pro,3015000,14,1,3
790,Impresora Láser 4,443000,89,8,15
791,Moto G84 Lite,6527000,186,2,2
792,Laptop Vivobook Max,4813000,53,1,4
793,Enchufe Inteligente 4,172000,25,7,14
794,Access Point Max,139000,97,9,16
795,Impresora Multifuncional Max,1726000,166,8,4
796,"Monitor Curvo 27"" Max",1499000,45,10,3
797,MacBook Air 4,3798000,189,1,5
798,Repetidor Wifi Lite,132000,83,9,16
799,Enchufe Inteligente Plus,370000,108,7,14
800,Audífonos Cancelación de Ruido Max,121000,146,6,10
