IdDetalleCompra,IdCompra,IdProducto,Cantidad,Costo
5367,3768,680,68,779000
5368,53,622,46,497000
5369,4937,69,72,201000
5370,934,447,11,1309000
5371,4479,450,58,2963000
5372,1539,42,23,930000
5373,4237,637,96,730000
5374,3579,430,77,1300000
5375,233,9,23,145000
5376,3104,385,21,2807000
5377,2651,304,79,115000
5378,2484,508,57,1533000
5379,3163,363,88,911000
5380,2639,772,78,247000
5381,2139,690,90,338000
5382,3031,737,91,1533000
5383,3032,598,27,890000
5384,1589,177,12,1101000
5385,2035,550,66,159000
5386,3558,600,17,777000
5387,946,211,11,165000
5388,921,87,19,3072000
5389,3292,401,43,46000
5390,2746,215,94,259000
5391,3687,19,51,14000
5392,1546,277,56,465000
5393,3938,476,99,182000
5394,1583,224,11,162000
5395,3104,149,80,1858000
5396,1741,164,92,888000
5397,2572,49,15,750000
5398,4333,596,64,255000
5399,2121,84,60,772000
5400,3278,563,82,430000
5401,399,655,11,1163000
5402,1845,780,62,885000
5403,2906,577,57,110000
5404,863,541,14,222000
5405,1347,82,44,87000
5406,522,649,12,1279000
5407,950,581,64,418000
5408,2923,216,7,1076000
5409,2583,140,86,4262000
5410,3338,394,65,413000
5411,2219,374,75,137000
5412,774,232,85,1035000
5413,3163,23,47,416000
5414,3207,249,5,216000
5415,4537,638,93,305000
5416,2403,438,61,362000
5417,1062,5,27,1125000
5418,4205,545,35,1179000
5419,1419,447,20,1646000
5420,4102,751,83,217000
5421,2561,671,25,4374000
5422,2422,601,47,1271000
5423,2293,659,44,939000
5424,2346,538,24,1005000
5425,2039,635,33,2586000
5426,3747,416,34,815000
5427,1760,501,70,2186000
5428,1376,696,32,460000
5429,2036,140,46,4218000
5430,150,305,25,3276000
5431,3482,37,6,340000
5432,2926,590,68,321000
5433,2969,224,22,165000
5434,2751,234,9,3332000
5435,2921,657,12,1544000
5436,3923,555,88,994000
5437,4981,155,73,1449000
5438,2171,785,92,2260000
5439,2951,509,58,126000
5440,717,414,71,233000
5441,3921,497,91,1759000
5442,1933,568,62,2345000
5443,3173,579,96,414000
5444,105,617,34,754000
5445,683,281,36,622000
5446,2733,172,30,553000
5447,329,756,25,117000
5448,977,756,9,110000
5449,1893,36,52,1452000
5450,556,447,92,1455000
5451,1025,534,21,134000
5452,522,534,21,129000
5453,4893,30,30,1214000
5454,2517,302,60,520000
5455,3354,310,61,5086000
5456,1162,456,42,35000
5457,406,128,90,976000
5458,4135,430,87,1573000
5459,1378,53,11,1662000
5460,170,68,31,130000
5461,4856,567,60,3238000
5462,2665,528,100,1524000
5463,4075,93,84,306000
5464,2406,727,95,185000
5465,4219,703,39,1986000
5466,2506,44,97,1785000
5467,3776,286,41,179000
5468,3715,730,65,74000
5469,4494,759,13,225000
5470,4693,233,56,4051000
5471,2622,592,58,103000
5472,501,629,24,2208000
5473,4717,577,22,117000
5474,3133,148,12,1659000
5475,1295,791,81,4315000
5476,2671,521,17,1521000
5477,4291,88,40,1789000
5478,2245,329,35,25000
5479,3239,630,36,2772000
5480,211,133,52,1229000
5481,3474,546,94,1752000
5482,2188,55,47,86000
5483,2376,364,33,218000
5484,2321,79,91,4244000
5485,1237,619,59,1530000
5486,948,197,8,1552000
5487,926,111,66,2892000
5488,2376,740,33,4396000
5489,897,272,80,129000
5490,165,206,25,194000
5491,4510,781,10,325000
5492,1723,121,27,750000
5493,3217,678,53,980000
5494,647,398,25,1115000
5495,903,48,64,4576000
5496,1445,659,60,1033000
5497,3028,138,79,21000
5498,4571,340,53,1381000
5499,3804,775,57,890000
5500,2401,353,29,485000
5501,2588,146,94,307000
5502,3274,247,19,1161000
5503,3383,536,28,121000
5504,4049,57,16,341000
5505,890,103,9,2106000
5506,957,791,94,3925000
5507,1025,321,25,1182000
5508,490,179,35,459000
5509,4770,775,26,1088000
5510,3118,122,39,247000
5511,2581,546,70,1629000
5512,2093,23,63,468000
5513,2635,441,31,1313000
5514,3651,691,17,887000
5515,4583,674,78,1875000
5516,2773,194,69,104000
5517,4325,475,13,106000
5518,4586,481,52,1485000
5519,1713,495,46,389000
5520,451,645,35,2259000
5521,3210,778,29,3439000
5522,119,472,64,120000
5523,3128,669,43,161000
5524,4853,580,22,780000
5525,509,787,57,1155000
5526,3661,496,85,102000
5527,4505,543,28,862000
5528,2826,78,20,351000
5529,368,396,10,109000
5530,1836,463,23,2458000
5531,1565,418,46,266000
5532,2328,557,65,262000
5533,4763,746,5,1572000
5534,4435,725,98,42000
5535,4281,298,22,225000
5536,1790,774,50,5300000
5537,3430,342,93,1010000
5538,4449,428,71,1238000
5539,55,380,11,804000
5540,413,163,29,3471000
5541,4879,655,16,1408000
5542,524,697,23,2730000
5543,2854,118,85,74000
5544,3599,596,16,287000
5545,2900,157,19,1916000
5546,1384,499,100,658000
5547,2023,521,24,1349000
5548,1899,216,7,939000
5549,4446,507,5,60000
5550,292,270,21,1088000
5551,4213,730,73,67000
5552,2805,592,81,101000
5553,2569,665,52,918000
5554,4877,15,26,1565000
5555,95,440,5,313000
5556,2587,420,76,2049000
5557,3338,323,59,829000
5558,2768,391,84,65000
5559,1692,225,8,1183000
5560,4596,422,89,256000
5561,1431,695,16,1040000
5562,782,554,100,540000
5563,4854,584,59,1080000
5564,573,177,28,1459000
5565,4855,173,25,1081000
5566,3084,195,60,1012000
5567,3164,748,80,448000
5568,1063,398,96,1229000
5569,2983,521,31,1744000
5570,3882,664,93,138000
5571,3220,47,8,83000
5572,2496,181,49,145000
5573,3279,592,92,132000
5574,4715,55,41,86000
5575,957,756,36,110000
5576,3872,799,72,232000
5577,558,517,80,1027000
5578,2515,245,90,673000
5579,3198,174,91,650000
5580,386,669,40,164000
5581,4367,294,80,300000
5582,4974,272,93,176000
5583,2443,221,62,4035000
5584,3565,551,46,42000
5585,269,530,53,178000
5586,2151,58,23,3248000
5587,1565,267,80,1029000
5588,2063,329,17,33000
5589,3702,713,20,295000
5590,1902,38,76,256000
5591,2575,586,6,821000
5592,2746,204,75,378000
5593,140,437,22,846000
5594,1036,644,28,59000
5595,2552,100,56,518000
5596,686,270,66,939000
5597,2527,567,17,4002000
5598,2288,254,58,1083000
5599,1064,335,89,336000
5600,2991,420,45,2507000
5601,4926,86,22,1566000
5602,81,597,17,1746000
5603,4527,625,76,364000
5604,1204,511,11,484000
5605,1685,572,72,1087000
5606,3391,196,57,100000
5607,219,92,40,1525000
5608,1078,223,48,257000
5609,2838,792,75,3241000
5610,1834,768,63,411000
5611,125,33,47,434000
5612,1631,63,64,141000
5613,665,171,56,184000
5614,4940,647,87,20000
5615,1428,731,50,18000
5616,2329,390,39,456000
5617,2849,752,37,299000
5618,789,36,73,1397000
5619,2098,747,48,170000
5620,2610,642,31,832000
5621,2283,259,95,1834000
5622,4688,751,89,214000
5623,874,74,8,295000
5624,3417,710,62,3526000
5625,2643,545,24,1144000
5626,4206,687,18,1388000
5627,159,151,73,973000
5628,2037,405,23,1519000
5629,1310,691,58,862000
5630,1577,305,46,3923000
5631,1328,552,17,1201000
5632,1745,147,43,1819000
5633,857,749,28,507000
5634,3733,728,88,482000
5635,3146,161,88,719000
5636,1305,443,13,128000
5637,22,1,27,1389000
5638,4199,252,94,409000
5639,4424,79,66,2880000
5640,1842,463,47,2314000
5641,374,428,34,1173000
5642,335,529,13,336000
5643,295,446,8,1168000
5644,2255,192,77,1541000
5645,1240,496,94,115000
5646,1445,33,46,485000
5647,214,331,95,307000
5648,4519,770,56,384000
5649,4259,692,44,467000
5650,4058,145,19,1397000
5651,4185,295,46,438000
5652,3218,295,82,360000
5653,2356,678,27,1339000
5654,191,174,74,664000
5655,1430,22,52,397000
5656,4571,688,84,794000
5657,3677,582,57,737000
5658,184,408,63,1699000
5659,3297,335,67,322000
5660,2101,317,5,3015000
5661,944,635,5,2047000
5662,4642,450,82,2672000
5663,1998,656,21,2603000
5664,4392,494,62,3496000
5665,3942,231,48,1721000
5666,2565,746,40,1788000
5667,1550,792,46,2854000
5668,4755,389,91,205000
5669,1368,217,91,2344000
5670,1348,21,7,165000
5671,3293,175,97,1696000
5672,2074,609,42,634000
5673,53,67,99,845000
5674,4222,709,6,2427000
5675,2055,241,63,1034000
5676,1228,705,100,1130000
5677,4007,43,15,1095000
5678,3305,34,82,138000
5679,2819,247,98,1215000
5680,673,379,95,93000
5681,4761,438,5,360000
5682,3253,722,92,2489000
5683,1514,657,33,1822000
5684,4139,646,93,2157000
5685,4472,756,8,98000
5686,4607,634,65,1365000
5687,3387,240,7,223000
5688,3003,328,42,245000
5689,3476,603,74,289000
5690,4333,721,61,390000
5691,92,344,82,563000
5692,4588,374,80,179000
5693,812,657,17,1675000
5694,811,172,71,394000
5695,1229,163,95,3560000
5696,1835,402,23,130000
5697,4225,766,46,1029000
5698,3861,63,83,113000
5699,2129,503,52,195000
5700,4783,88,92,1608000
5701,2481,704,57,153000
5702,2819,493,68,2578000
5703,1526,743,6,45000
5704,1322,367,98,558000
5705,4635,450,76,2648000
5706,4170,214,29,712000
5707,1104,53,88,1420000
5708,774,654,57,33000
5709,4613,32,30,1239000
5710,4,126,9,778000
5711,3826,667,18,117000
5712,509,373,20,1265000
5713,4192,557,27,324000
5714,4381,466,64,583000
5715,1661,113,95,619000
5716,2776,42,60,1103000
5717,4894,413,47,4517000
5718,180,675,16,610000
5719,4809,89,35,1494000
5720,2427,438,42,254000
5721,253,712,98,3184000
5722,2941,416,71,799000
5723,694,188,64,200000
5724,3873,416,49,1009000
5725,1426,536,49,123000
5726,3566,262,63,996000
5727,422,75,88,1607000
5728,350,370,82,935000
5729,287,521,12,1352000
5730,3401,240,45,221000
5731,431,492,59,210000
5732,396,596,18,232000
5733,2757,678,76,1120000
5734,4892,550,86,128000
5735,4605,302,64,474000
5736,2353,385,82,3316000
5737,1173,558,46,390000
5738,1395,644,30,45000
5739,1994,61,59,113000
5740,3562,183,9,1011000
5741,3835,765,56,151000
5742,1940,643,91,110000
5743,1825,303,86,1086000
5744,1450,411,24,1011000
5745,2644,29,10,1305000
5746,850,296,40,77000
5747,833,460,54,790000
5748,3866,566,13,537000
5749,484,611,15,538000
5750,3613,392,9,43000
5751,4991,778,46,3055000
5752,3996,85,95,19000
5753,4976,790,29,310000
5754,3685,595,7,3026000
5755,376,443,48,166000
5756,735,152,23,748000
5757,389,586,44,770000
5758,4128,469,43,1296000
5759,2198,215,72,300000
5760,3303,549,76,2052000
5761,337,357,36,287000
5762,4586,424,94,1273000
5763,2710,22,23,336000
5764,3869,509,6,144000
5765,4632,798,46,85000
5766,507,77,38,15000
5767,1960,713,20,264000
5768,2913,310,53,3763000
5769,1507,799,89,201000
5770,2242,387,55,337000
5771,2903,108,35,527000
5772,2607,677,33,4488000
5773,4846,625,14,282000
5774,1682,539,32,1339000
5775,924,557,100,282000
5776,2287,340,57,1493000
5777,4163,344,98,674000
5778,1510,223,8,239000
5779,2106,591,65,1178000
5780,2002,453,67,721000
5781,2422,724,78,912000
5782,528,402,22,98000
5783,1305,383,20,1973000
5784,561,403,82,176000
5785,4842,80,59,146000
5786,4690,11,77,244000
5787,2562,572,47,1167000
5788,2760,585,94,1007000
5789,4181,666,68,511000
5790,4945,217,18,2750000
5791,2331,474,76,2486000
5792,3489,235,53,419000
5793,93,26,79,92000
5794,3450,660,95,164000
5795,2440,155,34,1957000
5796,1370,692,7,477000
5797,3320,116,85,4477000
5798,4518,72,44,1231000
5799,4231,768,41,529000
5800,4219,176,35,310000
5801,3237,776,92,52000
5802,1988,354,83,1483000
5803,3736,27,79,518000
5804,3135,33,45,472000
5805,3571,456,94,33000
5806,2225,603,85,320000
5807,2702,189,83,2239000
5808,2224,512,64,46000
5809,1118,113,71,774000
5810,2273,283,99,407000
5811,50,593,10,285000
5812,2660,763,93,100000
5813,543,780,61,871000
5814,4136,11,15,219000
5815,1998,362,99,3527000
5816,4846,390,6,437000
5817,1118,106,74,2206000
5818,4231,749,52,408000
5819,2267,381,8,210000
5820,2659,599,78,2238000
5821,4534,494,8,3744000
5822,1515,88,65,1844000
5823,3207,48,42,3860000
5824,3027,198,49,549000
5825,4634,363,53,987000
5826,402,57,75,362000
5827,276,92,25,1187000
5828,2120,220,7,51000
5829,2556,61,6,107000
5830,1474,653,56,483000
5831,3063,202,49,95000
5832,3013,492,95,205000
5833,758,371,94,989000
5834,3787,495,66,331000
5835,1565,674,68,1757000
5836,3588,278,62,1848000
5837,4400,187,60,30000
5838,992,564,25,95000
5839,956,327,43,522000
5840,4187,787,60,1128000
5841,3507,70,43,1550000
5842,3322,90,93,918000
5843,85,197,83,1533000
5844,2669,534,81,120000
5845,3598,55,65,72000
5846,700,450,86,2369000
5847,83,387,65,483000
5848,3268,404,6,3344000
5849,2095,535,33,518000
5850,863,424,64,1514000
5851,3114,414,75,225000
5852,3710,543,71,922000
5853,113,412,64,295000
5854,795,212,64,249000
5855,1589,417,46,794000
5856,2394,323,91,926000
5857,4597,143,51,416000
5858,2892,597,79,1702000
5859,4628,159,17,672000
5860,3229,637,62,738000
5861,3778,645,85,2472000
5862,1894,797,41,2017000
5863,4645,589,50,923000
5864,4602,438,20,284000
5865,2102,750,26,3920000
5866,2436,684,87,111000
5867,4397,604,25,824000
5868,579,369,39,580000
5869,759,463,35,3222000
5870,3974,470,46,587000
5871,3619,41,18,771000
5872,3988,592,89,112000
5873,836,199,74,125000
5874,816,605,64,1196000
5875,3189,31,71,1862000
5876,2394,229,77,185000
5877,3623,623,79,1001000
5878,1344,179,7,525000
5879,3443,310,41,4751000
5880,2043,199,89,140000
5881,4590,461,48,2221000
5882,2850,693,72,1753000
5883,880,775,44,841000
5884,1359,362,32,2959000
5885,268,441,65,1192000
5886,3148,320,35,2266000
5887,4448,741,95,1945000
5888,2936,478,50,553000
5889,2623,278,67,2043000
5890,3667,797,59,2823000
5891,3048,780,24,1046000
5892,1872,175,100,1988000
5893,3850,264,29,626000
5894,1808,30,30,1171000
5895,4126,186,27,56000
5896,3746,793,37,90000
5897,1647,257,64,54000
5898,3018,373,24,1232000
5899,1955,545,26,1218000
5900,809,348,99,1370000
5901,4700,399,83,160000
5902,4113,740,48,4259000
5903,442,337,17,2169000
5904,361,8,88,336000
5905,1326,502,98,427000
5906,3217,486,97,1481000
5907,1988,98,75,2946000
5908,842,691,68,1206000
5909,4105,182,67,1283000
5910,1568,393,89,2355000
5911,4026,742,52,873000
5912,2865,796,27,1102000
5913,4787,325,75,721000
5914,3337,317,57,2496000
5915,2276,495,70,383000
5916,3596,93,14,357000
5917,4153,396,47,74000
5918,2026,665,96,639000
5919,776,350,86,118000
5920,3848,331,7,252000
5921,98,525,19,3236000
5922,4801,398,25,1151000
5923,2121,87,13,2722000
5924,509,359,27,246000
5925,1977,676,15,2374000
5926,2726,512,22,43000
5927,1753,146,16,237000
5928,4950,33,12,420000
5929,210,15,77,1262000
5930,3151,466,43,751000
5931,2243,114,95,377000
5932,4116,328,47,336000
5933,2715,291,66,109000
5934,4912,148,76,1607000
5935,842,721,84,481000
5936,2310,467,25,91000
5937,504,715,74,177000
5938,3739,274,11,327000
5939,1445,160,55,1568000
5940,3605,242,36,1697000
5941,1447,336,29,56000
5942,2163,691,5,1078000
5943,1385,246,62,4231000
5944,2849,302,95,446000
5945,2062,718,71,223000
5946,3439,464,27,1404000
5947,1782,650,68,1002000
5948,1020,492,20,197000
5949,1224,521,27,1639000
5950,3950,616,47,5302000
5951,1241,505,11,47000
5952,1504,671,80,3567000
5953,446,290,97,128000
5954,820,238,70,562000
5955,196,103,27,2021000
5956,3818,180,11,3485000
5957,4151,415,13,199000
5958,4959,122,60,308000
5959,3986,590,98,269000
5960,387,427,36,43000
5961,644,508,35,1555000
5962,505,394,67,365000
5963,4212,492,33,232000
5964,3370,302,9,429000
5965,4652,421,53,576000
5966,4107,726,33,300000
5967,2145,659,24,974000
5968,2343,337,16,1891000
5969,396,445,69,135000
5970,608,417,23,837000
5971,3279,126,12,997000
5972,2552,673,65,695000
5973,1777,406,16,363000
5974,2468,297,52,247000
5975,910,89,38,1169000
5976,1749,783,61,459000
5977,1095,475,80,129000
5978,45,778,11,2901000
5979,2868,125,88,259000
5980,709,682,90,228000
5981,2672,769,50,30000
5982,2794,509,61,110000
5983,56,633,72,302000
5984,3361,717,39,602000
5985,1344,210,13,534000
5986,4640,635,70,2898000
5987,2510,402,80,112000
5988,715,2,59,1643000
5989,43,283,25,441000
5990,3762,516,6,2619000
5991,4603,701,79,2554000
5992,4741,369,53,570000
5993,1810,494,23,2977000
5994,1724,501,52,2114000
5995,796,624,61,97000
5996,1857,158,18,67000
5997,1083,463,47,2838000
5998,60,683,68,1243000
5999,3954,85,52,20000
6000,1774,196,92,104000
6001,2333,351,37,38000
6002,169,338,82,574000
6003,1546,558,57,386000
6004,4092,197,31,1427000
6005,1369,746,78,1360000
6006,2583,351,44,41000
6007,673,377,76,132000
6008,2162,611,52,544000
6009,4611,260,17,78000
6010,3386,769,93,33000
6011,751,109,76,2777000
6012,4106,117,79,389000
6013,3697,25,27,846000
6014,4931,680,57,904000
6015,2372,233,91,4826000
6016,225,174,14,697000
6017,2444,465,59,1487000
6018,2641,225,25,1205000
6019,1671,53,70,1813000
6020,2943,784,52,2205000
6021,4799,320,36,2203000
6022,3759,333,68,1768000
6023,4706,425,16,2100000
6024,3240,520,23,1777000
6025,3707,102,85,44000
6026,4880,373,37,1282000
6027,2819,217,86,2356000
6028,256,62,24,832000
6029,3439,263,85,996000
6030,1843,38,38,285000
6031,24,743,18,50000
6032,4554,323,46,1081000
6033,2787,433,18,375000
6034,1323,573,53,211000
6035,2460,659,87,1075000
6036,3345,159,53,646000
6037,1001,481,36,1814000
6038,3602,611,48,538000
6039,50,258,98,841000
6040,3461,589,84,943000
6041,658,25,32,1028000
6042,2922,444,83,39000
6043,4179,791,39,3438000
6044,1710,780,53,1204000
6045,4870,656,83,2309000
6046,918,82,5,92000
6047,4201,380,62,938000
6048,2566,586,68,876000
6049,2669,668,54,1753000
6050,1135,62,100,1062000
6051,3858,571,86,1373000
6052,3299,419,39,961000
6053,1270,797,57,2027000
6054,2276,194,80,120000
6055,1401,263,60,887000
6056,1520,335,76,287000
6057,627,685,22,958000
6058,4500,611,95,606000
6059,892,197,85,1301000
6060,1654,58,38,4484000
6061,1809,321,22,1423000
6062,4988,106,83,2329000
6063,2400,681,92,889000
6064,195,776,71,57000
6065,4295,112,25,1913000
6066,1557,82,49,84000
6067,797,270,91,942000
6068,4669,111,35,2769000
6069,1565,236,56,3645000
6070,1662,501,61,2291000
6071,2084,108,12,578000
6072,1137,250,77,214000
6073,4782,171,37,227000
6074,4037,523,30,2949000
6075,3847,572,97,1076000
6076,3880,659,47,1054000
6077,498,717,23,526000
6078,3030,562,16,60000
6079,1400,529,94,361000
6080,4996,657,84,1479000
6081,1476,422,83,222000
6082,4802,569,56,1261000
6083,2074,127,54,344000
6084,1973,72,69,1238000
6085,4876,582,44,951000
6086,3672,491,42,126000
6087,2065,458,66,506000
6088,933,414,30,253000
6089,258,517,73,959000
6090,2957,628,93,1534000
6091,4042,118,46,86000
6092,3231,427,84,40000
6093,3671,353,83,500000
6094,2350,719,28,696000
6095,1434,748,12,579000
6096,4250,332,98,336000
6097,1111,693,12,1761000
6098,2236,677,40,4019000
6099,4964,753,44,314000
6100,1727,416,48,917000
6101,569,175,35,1623000
6102,4213,202,63,75000
6103,3861,538,49,797000
6104,4847,610,61,3087000
6105,1191,667,55,140000
6106,1423,115,62,215000
6107,3516,171,77,242000
6108,3779,556,56,3497000
6109,2561,325,40,617000
6110,4517,624,48,121000
6111,3166,215,54,221000
6112,3020,585,39,1230000
6113,4258,341,59,1505000
6114,2953,315,21,340000
6115,3450,15,81,1582000
6116,2045,290,52,139000
6117,4592,102,37,49000
6118,3061,2,64,1242000
6119,2100,624,61,132000
6120,64,228,91,104000
6121,4317,371,88,1005000
6122,1473,513,83,580000
6123,925,609,80,559000
6124,2888,585,60,1141000
6125,2084,585,100,1266000
6126,419,422,21,176000
6127,3912,700,18,127000
6128,1425,36,48,1503000
6129,2010,467,31,115000
6130,935,487,31,3543000
6131,2606,599,58,2423000
6132,338,578,6,110000
6133,3069,118,82,71000
6134,4441,392,26,44000
6135,3519,207,99,1547000
6136,3529,119,94,58000
6137,4950,178,15,1022000
6138,599,194,71,114000
6139,1172,614,5,133000
6140,3805,5,81,1161000
6141,3621,384,24,959000
6142,829,197,11,1286000
6143,2709,766,61,1164000
6144,3727,4,26,2530000
6145,417,325,95,717000
6146,1066,468,39,420000
6147,1355,533,43,1761000
6148,2217,105,56,1731000
6149,4544,472,90,114000
6150,1920,201,80,727000
6151,4813,592,33,100000
6152,1062,25,22,1080000
6153,3941,405,22,1116000
6154,2676,134,79,188000
6155,213,407,80,1961000
6156,636,292,30,100000
6157,4677,712,47,3447000
6158,4997,694,6,78000
6159,2543,9,32,176000
6160,4915,602,42,1940000
6161,787,176,95,392000
6162,1957,177,85,1142000
6163,1262,536,51,147000
6164,4539,708,44,3171000
6165,4218,738,54,1638000
6166,1368,83,6,3293000
6167,107,289,21,611000
6168,1228,493,39,2739000
6169,2811,789,38,1970000
6170,4476,314,39,1892000
6171,4668,459,81,156000
6172,2456,138,83,26000
6173,4882,294,53,316000
6174,3596,350,91,96000
6175,1150,755,8,96000
6176,2068,609,50,521000
6177,2103,452,46,201000
6178,4414,380,10,787000
6179,4070,186,27,45000
6180,4726,405,94,1124000
6181,1295,648,42,31000
6182,3334,718,78,235000
6183,2471,371,33,941000
6184,1052,442,67,1787000
6185,1876,223,5,309000
6186,309,780,98,1267000
6187,3947,779,96,719000
6188,3698,220,74,57000
6189,4561,689,73,1793000
6190,2628,282,60,420000
6191,2382,476,40,193000
6192,4571,314,65,1874000
6193,1068,601,44,1406000
6194,673,269,37,523000
6195,570,87,5,3059000
6196,3178,255,6,258000
6197,2919,402,83,97000
6198,4344,233,20,4306000
6199,1444,165,39,1133000
6200,1504,331,70,311000
6201,916,364,80,189000
6202,401,83,59,4412000
6203,2480,375,41,2696000
6204,103,374,56,190000
6205,3853,449,16,122000
6206,1522,326,62,25000
6207,2370,47,46,89000
6208,3770,656,49,2607000
6209,4182,412,30,295000
6210,3096,563,99,575000
6211,2092,40,48,76000
6212,1475,158,97,70000
6213,3680,573,17,272000
6214,4145,461,69,1722000
6215,4407,17,5,2350000
6216,3398,334,63,390000
6217,1042,581,66,351000
6218,4377,143,83,496000
6219,3060,654,6,43000
6220,3960,19,92,15000
6221,363,262,39,1060000
6222,3760,719,56,652000
6223,1236,225,100,1224000
6224,517,589,80,879000
6225,4592,591,99,1354000
6226,4691,595,26,3703000
6227,2466,346,77,120000
6228,1720,59,53,490000
6229,1465,741,61,1493000
6230,1888,474,39,1787000
6231,3801,195,33,986000
6232,4620,585,71,975000
6233,1902,111,60,2267000
6234,649,680,75,1071000
6235,2513,135,6,164000
6236,4619,266,69,1096000
6237,3668,795,100,915000
6238,2746,166,15,275000
6239,279,792,9,2508000
6240,4534,342,83,822000
6241,1345,74,67,291000
6242,566,363,75,1003000
6243,871,584,60,960000
6244,13,162,98,3869000
6245,1292,400,73,1255000
6246,2980,670,97,560000
6247,1440,784,42,2542000
6248,1492,571,12,1227000
6249,4329,583,36,3615000
6250,2524,368,27,58000
6251,2664,791,15,4433000
6252,2782,467,73,123000
6253,2139,385,86,3304000
6254,1490,538,72,844000
6255,3202,745,71,629000
6256,2968,131,42,77000
6257,1765,604,91,787000
6258,4706,117,100,383000
6259,2792,257,17,56000
6260,838,749,24,475000
6261,2294,706,86,324000
6262,3988,535,91,419000
6263,416,611,40,621000
6264,4079,10,62,4098000
6265,2226,557,50,307000
6266,1950,284,80,3341000
6267,4943,281,6,622000
6268,2833,698,89,553000
6269,3821,371,76,1102000
6270,4177,731,26,26000
6271,1569,408,18,1443000
6272,3220,436,72,284000
6273,3135,395,61,2202000
6274,4869,387,76,435000
6275,2945,121,52,656000
6276,614,636,89,491000
6277,333,650,55,884000
6278,2854,4,89,2500000
6279,1113,688,69,773000
6280,2157,44,99,1425000
6281,1566,800,15,77000
6282,4519,385,67,2725000
6283,3340,74,44,256000
6284,1785,150,32,1383000
6285,79,452,36,197000
6286,1658,124,100,417000
6287,4700,359,86,288000
6288,2757,500,56,39000
6289,3194,265,34,242000
6290,254,62,12,869000
6291,665,553,59,1987000
6292,1254,628,15,1461000
6293,3907,622,64,424000
6294,4837,329,84,28000
6295,2422,587,5,2761000
6296,2410,22,59,279000
6297,4608,541,7,192000
6298,3142,709,31,2254000
6299,1252,635,66,2813000
6300,717,491,39,132000
6301,1478,503,50,166000
6302,99,527,28,753000
6303,2816,685,38,778000
6304,499,703,11,2063000
6305,2722,435,67,232000
6306,1938,320,67,2789000
6307,1104,48,41,4656000
6308,3184,350,40,95000
6309,3868,717,47,555000
6310,3777,454,16,1161000
6311,4438,431,22,138000
6312,3147,154,25,1162000
6313,2536,269,52,647000
6314,4106,426,96,417000
6315,3275,482,39,543000
6316,1213,217,61,2839000
6317,4101,628,27,1250000
6318,2099,726,99,258000
6319,4025,718,12,192000
6320,3717,260,58,67000
6321,4643,672,89,1422000
6322,2673,10,46,3210000
6323,2295,343,41,1685000
6324,1475,347,44,388000
6325,3587,10,42,4078000
6326,2651,653,35,617000
6327,4046,123,45,472000
6328,3946,785,18,2084000
6329,2973,97,54,130000
6330,3949,43,71,994000
6331,673,364,39,200000
6332,2455,785,94,2724000
6333,1784,288,74,92000
6334,4206,193,77,292000
6335,4681,481,35,1923000
6336,600,751,66,209000
6337,4910,258,80,773000
6338,2589,473,13,656000
6339,2723,737,85,1490000
6340,3718,132,68,309000
6341,2123,664,49,130000
6342,4787,163,28,4764000
6343,2010,781,14,312000
6344,4567,353,64,494000
6345,1360,191,84,1043000
6346,4666,147,93,1951000
6347,322,203,90,1565000
6348,3458,796,26,875000
6349,120,649,45,1235000
6350,3644,168,41,454000
6351,2458,590,41,320000
6352,3805,799,7,229000
6353,1357,358,22,1412000
6354,2167,396,64,84000
6355,3336,631,63,976000
6356,2929,714,60,1133000
6357,2326,203,95,1887000
6358,2086,167,56,51000
6359,1395,23,85,504000
6360,3752,398,69,1382000
6361,4664,661,50,3775000
6362,3497,715,8,159000
6363,67,145,37,1300000
6364,2784,575,12,1135000
6365,4609,697,71,2390000
6366,2582,372,54,331000
6367,2997,521,56,1764000
6368,624,594,21,2662000
6369,1046,23,59,532000
6370,583,557,84,329000
6371,4109,606,19,3747000
6372,4285,146,16,245000
6373,222,563,76,412000
6374,4411,132,8,373000
6375,2331,19,18,17000
6376,927,697,16,2404000
6377,1302,549,87,2050000
6378,82,377,58,105000
6379,2280,609,67,633000
6380,1576,47,19,69000
6381,4488,166,95,360000
6382,4046,69,43,167000
6383,2604,143,72,395000
6384,1139,195,6,1047000
6385,1282,525,81,3827000
6386,4531,219,58,1048000
6387,638,214,34,773000
6388,4764,795,69,895000
6389,2725,90,85,1155000
6390,3741,441,20,940000
6391,4069,387,71,392000
6392,967,137,68,239000
6393,3025,211,98,137000
6394,2700,371,35,915000
6395,847,223,23,315000
6396,4396,730,42,60000
6397,4551,476,42,181000
6398,3046,736,64,542000
6399,2812,404,10,4013000
6400,688,525,95,3684000
6401,558,477,67,1088000
6402,2955,684,31,107000
6403,4524,789,5,1852000
6404,1106,129,80,209000
6405,4711,172,89,418000
6406,2834,526,51,71000
6407,76,702,99,1506000
6408,3157,607,68,335000
6409,3973,4,14,2277000
6410,1500,64,19,951000
6411,4400,786,77,196000
6412,3753,345,13,2008000
6413,2038,590,86,268000
6414,961,570,23,623000
6415,2804,291,6,130000
6416,3048,536,32,143000
6417,1207,42,60,902000
6418,2474,675,85,465000
6419,1651,369,20,590000
6420,2046,688,86,675000
6421,4019,133,99,1767000
6422,3750,319,26,333000
6423,1972,307,85,294000
